date	ABW	AND	AFG	AGO	ALB	ARB	ARE	ARG	ARM	ASM	ATG	AUS	AUT	AZE	BDI	BEL	BEN	BFA	BGD	BGR	BHR	BHS	BIH	BLR	BLZ	BMU	BOL	BRA	BRB	BRN	BTN	BWA	CAF	CAN	CEB	CHE	CHI	CHL	CHN	CIV	CMR	COG	COL	COM	CPV	CRI	CSS	CUB	CUW	CYM	CYP	CZE	DEU	DJI	DMA	DNK	DOM	DZA	EAP	EAS	ECA	ECS	ECU	EGY	EMU	ERI	ESP	EST	ETH	EUU	FCS	FIN	FJI	FRA	FRO	FSM	GAB	GBR	GEO	GHA	GIN	GMB	GNB	GNQ	GRC	GRD	GRL	GTM	GUM	GUY	HIC	HKG	HND	HPC	HRV	HTI	HUN	IDN	IMN	IND	INX	IRL	IRN	IRQ	ISL	ISR	ITA	JAM	JOR	JPN	KAZ	KEN	KGZ	KHM	KIR	KNA	KOR	KSV	KWT	LAC	LAO	LBN	LBR	LBY	LCA	LCN	LDC	LIC	LIE	LKA	LMC	LMY	LSO	LTU	LUX	LVA	MAC	MAF	MAR	MCO	MDA	MDG	MDV	MEA	MEX	MHL	MIC	MKD	MLI	MLT	MMR	MNA	MNE	MNG	MNP	MOZ	MRT	MUS	MWI	MYS	NAC	NAM	NCL	NER	NGA	NIC	NLD	NOC	NOR	NPL	NZL	OEC	OED	OMN	OSS	PAK	PAN	PER	PHL	PLW	PNG	POL	PRI	PRK	PRT	PRY	PSS	PYF	QAT	ROU	RUS	RWA	SAS	SAU	SDN	SEN	SGP	SLB	SLE	SLV	SMR	SOM	SRB	SSA	SSD	SSF	SST	STP	SUR	SVK	SVN	SWE	SWZ	SXM	SYC	SYR	TCA	TCD	TGO	THA	TJK	TKM	TLS	TON	TTO	TUN	TUR	TUV	TZA	UGA	UKR	UMC	URY	USA	UZB	VCT	VEN	VIR	VNM	VUT	PSE	WLD	WSM	YEM	ZAF	COD	ZMB	ZWE
1/1/1986	73630000		635742033				3689327137	4427405700			28260000	10346338190	14426649895		75804791	18899778788	8238022	237824072	434858521		1548021615	231498394			26897000		513310567	6753681032	154080944		61001769	1161484192	69693548	10961345918		54339286353		3052961210	16417424035	36950901	70742490	11157512	3481140949	17769156	56359503	550496783					932172093		88940640955	53615749	9593016	5601247532	383336200	3842514564					806083750	1779681032			20548054601		332198100			2534548366	175389997	63449981447			131275235	25853371114		623972704		13562842	-628536	2676432	2811791747	20565185		566267070		9000000			117554400			22839765	3219088096	5264621424		10480097373		3376759802			328991498	5057145300	46048942869	98415885	853055428	51727320082		444494542				10232232	3443374418		6493635258			4092904994	2660464	7360413077	25110000					377188001			60259771		204103921		103053912		486544466			114524464	6914464		6673539955				19646396	1327522477	131294080					56746936	52714485	150724971	29621582	6942089619				193576610	1349903025		28368089068		12987377600	145886790	3779914112			1080834053		1464868819	170173626	2242553300	2611227401		450076798	882302655			9336201941	460512889			949348426	1851399083		162303456		20120402794	58512232	20715062	12938977694	29571742	13654725	353110280									42029394			8922758035	96446641		7748928	469864338		20248610	346841921	3776532389				22481856	495211435	378244420	2912506886		61089978	29205629			1499847211	139883810460		25832232	10917152941			21419510			23746320		2254162464	451170300	71497164	316314873
1/1/1987	78730000		746832931				5120939274	3733969300			25600000	12583629547	17768882441		69068842	25898988438	8968518	327936038	876251425		1221128481	170115260			36414760		530316463	7476999726	148145894		86949129	2012954513	102100335	16241918394		67790688919		3380934135	22453016123	30444394	78283065	8771598	3416294851	30950319	80730245	519159165					1095724267		124833913793	63525623	18427249	10854481402	190927987	4343098847					691666393	2555643305			36439289400		223865105			7363946173	132556868	72674287872			18098124	50917926581		331647752		25757391	10313850	568604	4299295386	22740000		540889872		8430000			113745600			25620159	2428677645	7094971115		11511739959		4970115094			335033554	6368457379	62488958941	174304473	909726810	92701641597		294401538				10574187	3738510896		5370709055			4832307012	509560	7580772792	30800000					309506427			67531267		250498040		174059039		751948887			185199306	8194187		13691984923				24963098	1640190721	148847786					118022758	77375496	361672159	58045444	8572963559				253849261	1497832059	113265987	37275386398		14849724311	251413391	3270435792			1541969521		1440835165	77814187	1370497700	2312132594		467328113	1723208693			13039014403	514163720			1021465601	2062340773		164190088		24909267580	11714187	23241132	15227011198	36748875	6328373	413282280									41275925			11112081320	127160621		13712560	626283673		57481190	368971230	5205711125				28880741	213910343	615850771	3630665117		31799306	54600000			1793011886	161738438957		20220000	11510454491			40174521			37198445		3462962832	417014293	110764773	370440171
1/1/1988	90920000		657015502				4768740249	5157480788			28030000	16852983452	16043319095		76449594	23145052876	8779569	325409642	1076508833		1313227659	172036123			51657201		472580568	8090172124	137948763		95679186	2217139651	113027568	22421923484		58367104657		3908809901	23751516912	28673925	188154482	9257977	3699868639	23775257	81332708	676709064					1116203268		97575995174	64361021	14063592	11433251483	261424871	3190542206					567569796	2261158624			42835081159		149969164			7171278181	233692015	58944498069			72604268	51899606956		310347218		19049157	15967619	5503323	5012214445	16923333		415722234		4040000			56564000			20357776	2120757019	6321736080		9185841796		5234204017			310844207	4433201785	62067055633	147200000	414369578	106667716883		296454000				10323457	12477906398		2965165663		640884	4761143885	380371	5798484395	32650000					247726248			56281282		217220986		221365694		836286995			223721113	21586914		6326669601				43696188	1555887508	180489370					173596743	60285160	463214001	150839685	7490587819				236653818	932989777	166098000	34102038582		13753484063	282826502	2845129980			1172670922		1192694280	72213457	1213348000	2168908351		419338062	2248959113			11719331879	337995248			835680914	1374492621		118334033		22438243829	12113457	22360226	17072513416	39619764	7426914	354102757									34745301			10981553871	140008668		8707285	534765164		67636545	237230389	7112347343				30509474	149225932	975873234	3912434534		77713457	49300000			1602322591	144176880890		21820000	7793016077			40670287			49196965		2203670974	371552500	139360164	340678143
1/1/1989	127170000		630659655				4776309671	3216875257			28070000	16961256848	16881869815		106526869	22886846176	7850715	269930163	532096152		1110178572	146838325			59880046		563347083	8728776000	111894929		90027653	2790998921	117515572	22511812469		58670269034		4331116526	23052563426	32830834	91892957	10552475	3862356780	31002075	74738034	745844325					1308045296		98876643505	59152640	11683673	7053625455	171218000	3085702748					706538998	2495363416			47769544666		123044566			5913979177	211914666	57433908547			39478563	42381846303		435931282		20589293	20843398	5968313	4584864886	15442222		523525188		13350000			27516000			19828758	1846298314	6699437804		8048453590		4201461162			356971348	5684035274	73454767138	107500000	770634378	93672771034		316624544				16393142	15341827436		4120003385		8298780	4636190380	7876425	5776262606	38210000					269432866			48997745		212809466		354620866		770803381			245265708	24766283		6740243827				123369557	1445774019	364109430					203495525	87029774	542375435	105459895	8733333838				216750529	2041078372	163920000	34129105107		14259619911	272846692	3027431844			1470103479		1302246967	119413142	1597167000	2398208886		409643441	2503603416			16388651676	446557202			894893996	2730584452		70373031		18590541066	15913142	30639580	20371047945	26162213	3726283	454062342									30931084			11992847886	180614470		12114850			116184025	290292677	10508203374				24851178	268155321	1036736124	6298197195		54213142	14100000			1547554234	168583504571		22770000	8701843656			35081462			55066195		2194854116	281700958	123043283	274210788
1/1/1990	136430000		637925698				4890565126	6222040940			27500000	19318745004	17227718750		111668459	23788897634	69184859	304754681	659565646		1292613621	158165398			69781507		510931174	9199691029	117535625		88834213	3331456134	122909414	23529521612		61284432318		6783811635	34475663084	21120875	37075061	10192498	4868520452	29914189	76969365	524889932					1683639432		104547305993	93639298	14462985	11225841697	68530000	2703474414					1009075836	3619931744			57238074519		55191079			10414929959	261102776	68290944122			278707083	43145753526		309313699		55386778	18217187	706735	4721071461	17578889		361810500		28679763		24655780000	46574227			10167738	1184510089	8656793062		5637446977		5361690908			454982438	6598156852	88595446455	168155251	1138743542	87828362969		236115197				16284227	14916135340		2929197164		8375549	4210389268		7225219475	44589872					447030483			72373882		212608943		520624844		2337533793			92084946	24378453		10216846003				197765533	1492208342	409508690					231744264	58538416	761194275	142103082	10658832532				226479279	4128789621	165533453	34401211969		15788121111	354107111	4129354399			1783597700		1046429502	343513831	1890650000	2036231563		427289975	4673859369			20578948388	674873247			951656730	1374053813		44348811		13437138407	11414227	22124307	27789982704	17599675	5428453	595456227									41887843			20324330090	216466837		16638360			132064064	358013291	14258318755				31338621	512775401	866664132	7626099904		192800000	43986088			1445585561	173093603546		26490000	12732617595			37691813			69045300		2582983162	260650000	201213453	295117985
1/1/1991	154950000		576118911				5646813528	7462543503			32540000	19339711294	17414573302		147473739	22868662952	195544088	349978730	1307945016	670207824	1567656816	181313530			53016556		422359443	8748631531	87245215		101300000	3718662647	106910593	20836198488		58450951446		7700029232	48165018405	29091301	53628533	8694635	6838511906	29376988	65100094	930999963					1552478619		96657194691	99996798	17768609	7990191377	448222017	3459969139					1080977249	6185285500			71344880737		106436547			8316763290	271708369	60227054534			332016181	48572193621		644302471	145115258	67615345	14577095	9473858	6400005163	17472963		880813440		124416126		28888620800	112325600			41497494	4025559100	10357988937		7615987443		5867444304			466776859	6427966120	72254303170	106057217	1104763223	80625855126		145138363				16634304	13814693077		4306806733		34708285	4536363853	1307913	6967997814	48746646					724220186			115039949		201722836		650685701		3349097038		0	88857217	23468609		18052066577				325999065	1374657750	347210276					240557217	71680834	914948832	157742195	11716563664				206677064	4678023330	169488609	33335400635		13650691111	450982954	2950277967			2640633666		1219792222	499075396	3090441600	4436166921		345327808	3799891426			26239357760	974467361			960456409	1489442746		110120398		13298432865	7614304	23470761	34186648498	8542562	9628609	453109120									20221809		112252403	20477291990	171931828		27650739			123724750	369300540	18392698396				32282036	357676076	866047296	6616201184		203908583	58913400			1135960002	159272835959		22684304	14718563056			39836946			67807727		3186551429	193104400	192407809	295014165
1/1/1992	175435000						5977159900	11447029750	1293750		50520000	13852414250	19025540500	0	179911732	22146927959	248919921	345005573	1853480695	1241109000	1448448750	155332500			52942500		479572037	23264547500	139962500		85120000	3793418750	103830263	14744859750		61006846649		9789837750	24852632500	21769480	30352643	7714243	7907619250	27281153	75755926	1031845200					1180838000		122685796250	83401894	20410000	11596800000	505794750	3317517174					1015827244	11620220250			50708508500	197501500	270054750			5880751067	317136600	54305657585			75487379	42844133000		411555000	98619418	94033750	17751596	13408582	5937643500	25880000		805843175		188080000		35249981000	204581800		166800000	33250204	4458714000	11482018250		9538784915		3559519175			514653000	5130401750	49861579500	324147500	1030115500	79696644593		79549188				26243750	17228141745		5993046750		46019620	4569657750	977250	7382032500	55461250					979864996			157486250	107287425	188412671		1301729869		3818641750		2452050	84427500	28193750		19171355378				314190137	1308331250	363826150			22824548		233365000	65014875	840552378	44227430	18023987500		49717500		228678290	1196052750	288776250	36580969032		12334936750	518336184	3079488628			2420918518		1523790725	504386250	3456209000	5335691000		259575830	4256739750			24481229356	573168589			970357378	1594700250		78719393		7466613250	27518807	22036910	39941405000	23497500	18925000	578474650									35321332		715649934	24646787735	309055000		31257750			84189960	276658653	21183084250				31769000	190205925	923750971	7507926703		327336250	94420000	468913725		1185192250	147525798750		33381250	13381433125			42458750			57646250		3207728532	166061000		404469000
1/1/1993	220304999				166509703		6415331967	15499431748	13586868		37806868	14188551396	21878104078	590076	169711851	21197695560	248298936	386594480	2446571637	1052450357	1360774838	172283376			38746500		572438157	31746910992	150453017		97959128	4097336754	116326747	14845681708		65167424226		10368846510	27348105440	19643561	14152081	5684243	8048472823	39023657	57690218	1037650467					1276350873	4551181369	114821966008	75101450	19915109	10941475115	658256150	3655668345					1541717600	13854276598			47145831058	389247606	499938575			6192945860	269769180	54624427082			5765215	43982208588		516970194	133290239	105752908	14167094	480803	9135323164	26900000		949519648		247450000		43012564199	105511001		616200825	39307977	6744523365	12474062677		14674627527		6065811686			445582086	6386155659	53589809004	417049948	1946380526	107989002612	711198451	436745076	48245791	24181935		29420603	20354786259		5205987063		69653379	5862881326	2362460		60037823					1653805525			252685729	422943421	186694541	526398175	1569065634		3929934650		76335779	80642850	26149830		25298703947			120503200	339781278	1401663051	401045513			66017364		187240822	49051952	781068498	61890329	28182868709		133694471		196381338	1640443739	58899669	45035664049		20084955279	699898122	3337384603			1916720461		1995445625	597409921	3917582866	5933972406		166063204	4276726138			22115180795	644825618			1033371570	1921318133	9817681558	47457607		9223546274	37430696	14743770	48416241816	20068809	28965198	719512205	119862151								38828128	919587371	787924762	21420634801	264288586		35650572			43281879	161211782	25439321248				37060903	228176390	937958414	7846358606		203345215	146356316	166106210		1422523174	164620194561		31510400	13692655080			45586198			50705980		2879214933	54794300	192326098	628149931
1/1/1994	215915000				223594868		6963510096	16003266606	36108083		45808258	14313164697	23852062387	2034229	211303518	23474025971	262494131	241497640	3174800894	1396927258	1227157720	176619997		100987553	34521500		793388752	38491777749	195765860		121400000	4401465717	214276442	13774518646		66645255447		13801961382	57781339993	221347622	13740921	54626029	8102672937	44412094	42078709	906223479					1640273817	6948563350	113840950452	73758753	15414832	9680247574	259100081	4813488071					2002942838	14412967954			47531544162	446418562	587541828			11429609311	273445536	57627253508			180108558	48079036671		689267705	87847092	98016036	18426348	390333	15809339960	31231150		943368783		247126598		49277061000	179216201		1404995150	58174904	6777626276	13321137323		24220928978		6252748807			311693253	6795646822	57817133540	735930635	1996868733	135145585630	1216176078	588142038	26186045	118495188		31821473	25763880665		4473770158		67495888	7418500763	5069083		57790727					2069716975			372621144	596691632	192791239	640693741	1966349230		4621504529		179920381	71640029	31220398		6441390824			166364466	228624487	1890025826	518318938			94180778		177505721	44081264	771186144	47716468	26338866593		202621731		114517449	1649172399	145990234	47858724575		19479288343	752158933	3708505999			1756912667		3715827397	704267862	7420192725	7146366699		120208371	6023061884			21670533769	1044122626			969736760	3092362957	7206227235	51249271		9138920935	78155913	190728398	58295759332	17418040	40639728	829222307	176306365								60427798	2185568839	1499101326	25579505594	296970666		30154870			80278306	99204582	30280317330				35538625	373083170	1544397774	8633212584		332066167	321367630	664538989		1621668177	163590615727		31254262	12459341731			43576135			50800692		3294868537	131421000	268127772	585403254
1/1/1995	255345000			212833269	265298058		7778377418	15979455559	111182438		59438706	14951888047	23368745768	120884195	216108498	24120468156	197945480	347376493	2376175760	1635188166	1337941448	179199407		377020404	37608500		1005483031	51477389634	219099891		130457706	4695481284	237946018	16369370360		68620322745		14859706892	80288434062	529015472	15372105	63605445	8451977694	44871595	36891764	1059760087					1294935266	14612514155	121816107023	72155534	22123442	11652292653	372632172	4164319968					1787782298	17121799305		40490517	40530658958	583006267	815019180			10657231031	349341836	58509702359		69499666	153050968	49144194069	198511613	803821072	86759345	106146511	20266042	40812	16118558513	36734881		783330256		268938847		55423912250	269727726		1895724350	198778528	12017181563	14907560253		22864638483		8769757976			327060188	8122625603	60690113807	681258963	2279459587	192619745041	1659893912	384263030	133633013	191983752		33471865	32804283077		4542637802		98743406	8099940715	28088833		63090895					2111952732			456739383	828984765	193112224	602076781	2256563501		3873508801		257008881	108960784	47951943		17045564133			275093144	322950389	1620329964	650646172			157522381		195318936	89903817	887180963	114971836	24698753699		220986650		94726680	1709113524	142003674	47161835443		22975743456	645536776	4409841157			1943066327		2527544086	781372943	8653281589	7780875204		266687778	14957024390			22063367603	1106424125			847608959	2624348247	18023641116	99096607		10399130293	163360978	271792266	68816104043	15905276	34618100	939803053	198546119							5137291	169081005	3862773676	1820915561	25869768686	298195506		27095254			146818547	130394605	36938831580				28709997	379080863	1689070754	13890900577		270203522	458850280	1068754669		1813383866	175995515363		29831251	10715243820		1323681942	48289731			55312685		4463556744	157429000	222702306	887899732
1/1/1996	224545000			551619184	323376841		8350160404	19719018707	168201812		47738677	17402143062	26833512488	213661302	145960556	22609781416	261830147	338588964	1869480045	864262494	1373829666	171391423		469150025	58402000		1301661385	59685476091	289685886		190071383	5027655481	236343698	21562306888		69182554318		15659156501	111728906872	605773777	13833211	95102842	9938021787	50918862	27566289	1000948829					1704484151	13084766355	118323154083	76970780	22894380	14754073287	357007065	6296459592					2011360221	18296476742		81319533	63699015677	639770387	843310659			7507186996	427533449	57020085575		89600212	253455806	46700030785	191373448	930268775	87340121	102133840	11528415	516467	18782300970	35728932		947831711		329676784		63832739750	257091854		2313999030	223092905	9757458267	19396150431		24889366113		8338375697			471824578	11417780240	70566444442	879966323	2054682674	225593999842	1960074148	775927125	140200609	265780132		32731151	34157943425		4452442380		175827981	9337094001	376467		56140810					1984681138			460505582	841037164	186468254	746119792	2422172298		4054079204		311958017	240880920	76166937		19526913910			267527142	442845502	1636087068	314633169			160999008		344062455	145464319	918954426	225277412	27891911688		193866390		78483473	4329391830	202863226	39606556278		26953900582	627771694	5953469730			2068956212		1307463660	866521835	10989953427	11775611252		607155823	18018686050			21850468031	1062185786			785283583	3143305792	16257617339	106744758		16017719884	106782703	288300180	76963972699	32583565	26591811	1110180530	215015656							5030365	145619457	3895192648	2297475330	20843374471	253999574		21760025			168587621	88496836	38644719063				30615946	563761635	1977688474	17819437215		440087024	528370209	1971656176		1892122033	160660248053		30186058	16019846044		1735897815	43923923			60804931		2341014437	82500000	222709092	834393916
1/1/1997	201350001			396431042	342425753		8603051037	22424599986	239225926		50698392	17588260728	22021085829	467319240	118039200	20635948964	253079051	344837958	1610776818	2485359931	1333801370	227046328	80406089	393699161	59415500		1359051251	51705520617	264917583		188716778	5675003312	181786253	18718497047		63195011190		18112424722	146448005966	618369424	9555390	63149533	9906526074	40648724	19323246	1262391827					1525648569	10035803026	105207930250	66567644	23892440	19613798905	396257894	9666874794					2212962667	19370588075		229576077	72934646236	760039371	588431591			8881026360	360519063	54693125238		85801083	286326931	37662297233	201708671	617628935	121631869	96038244	33705318	4933006	13652306949	42666395		1172972869		315505363		92823443401	586584253		2539059752	212775658	8437175590	17486799311		28385372704		6630587218			397889820	20334584790	75086485042	682126515	2435932080	226679063206	2222793087	811092745	194284986	298634401		36069846	20465115218		4188465452		117154318	8652574830	419971		60981752					2042319918			571737993	1064038330	152705833	832492439	2532769530		4197122843		365985641	281600527	98305131		28852476922			280386381	414894711	1490757865	316969699			200365024		537469866	204088936	711321470	145904845	21470189843		250531565		53266395	7781250308	382292004	32720062063		23743939674	670587735	4451316441			2153955303		1794513740	1147777993	11305742354	8744996306		380957689	20669498248			20322803489	845814900			836347158	4679435834	17624090188	153343598		16210180707	81584279	386193415	71390079302	36339715	38464882	1444072820	182944574							12426781	164989201	3604685659	3314759606	12195505510	294839199		26323862			139051268	118610740	26897418104	38865832			27493103	723242005	2041032920	19746043455		622065435	633473682	2358910820		2067120124	134836014670		31188954	17703782311		1985854198	37303885			64205875		5957312958		239085489	383550560
1/1/1998	250969999			203453700	417921703		9305874118	24855742287	293163111		59367608	15377558515	25207680135	448540668	70480657	21012760379	261487883	373331548	1935771319	3056954172	1122373064	346518200	174530396	702756651	44085000		1218867123	43902193733	365945247		256803127	5940671691	148903856	24023259571		65157806701		16221029302	152842972624	855478345	9911704	4043313	8753949910	39309125	8316974	1063939844					1512684182	12624991439	108265165069	66454893	27665293	15880870880	507121244	8452272531					1738909854	18823908948		68154685	60881369908	812906423	598411624			10270798249	385903420	73773222551		101601925	19102567	38829815361	132881245	456700111	236706997	106362071	35762002	803295	18501071816	46840916		1396986482		276599940		89669416460	824230863		2815738591	263934073	9347792760	23605844202		30646565205		9527219855			442513352	22674295630	53879716015	709452694	1988259785	222443310588	1965447245	783051437	187664172	439450948		46798423	52099586487		4677698115		117148102	9210344642	616575	8598140097	70614760					1997795288			575080953	1462691472		872976184	2462574719		4637702695		143562517	171378013	118535056		31863183339			334778271	402878745	1664438098	381515600			103157875		628447254	52065474	576760690	259135424	26235703349		260253246		53056689	7298545697	354722886	31155167992		19388860585	800272118	4203710145			2021367835		1625676189	954498603	9882068026	10837476487		211012776	28276350644			21606108391	874794207			1058941104	3795239432	12042972913	168751220		15542906695	90623305	430807742	75077195460	49034710	43857079	1748115141	170672608							9682287	143048034	3240043067	3638608389	15457243457	358611506		21589897			123289618	117745070	29537082788	55881653			28656384	800041441	1912569283	20567605577		599159039	725384336	792955261		2586514097	146006229281		38765938	14728842116		2002261895	44669056			61422658		5508053978		69382433	309771243
1/1/1999	248935000			496103867	523112147		10790299882	26350163271	303511747		69730256	21955812042	18923057801	672589581	52981461	13346236651	400066582	295012454	1634375947	3264673405	1412574398	410499699	452403145	294270277	71305500		1248580022	36342324428	301944441	516844928	292285628	6228826925	139507412	28650282080		60492108680		14970635739	161414044709	630373882	13121973	42583557	8103045720	37315506	42616415	1460959404					1967461070	12935556426	93407179368	70605909	31574051	22908485895	699283161	6146079025					1887630464	15190021354		58866380	37999940939	855813707	546583378			8677451745	428919645	67926841822		92668895	21672801	39261890830	144363937	534753785	199679961	111246409	35283698	3353991	19352094057	50839906		1251693006		268276094		96255446750	1263788808		3024995790	264421953	10983333005	27345097354		36005294869		5376068882			494669712	22604867761	45301884250	554524511	2770018266	293948136561	2000928289	791589587	253802260	509239603		49575620	74114182996		5560510695		135188366	10452317950	431082	8621829768	74515076					1653728954			499556708	1249084970	99458892	944355643	2857387350		5893811346		185700972	227186729	127116484		31828400087			459592966	349687908	1789768390	332626825			136907232		671348917	38617875	748884064	250151581	30930645528		305489557		39242103	5649725440	514067507	19049506608		24150926604	889429661	4455337281			2851826220		2117468754	822912132	9049757351	15068980979		223426644	27314254555			14088450311	988188571			1309747374	2490772917	12325102376	174181719		18330918845	188738167	403014313	77047139788	51143526	39474547	1955987436	144125704		292509859					10877243	109790257	3745098698	3168097480	16749334670	375930149		30345525			98247717	122053051	34780925962	57433087			24490340	962755103	2324618219	24432663721		775460960	763115696	1093527709		2603646474	136450057506		42584156	15110149454		3326147671	41353793			68199380		7496680029		45429576	480423300
1/1/2000	235455000			1198212373	646305810		13631620554	25152118465	314200369		63558885	18821548250	17649558898	679605515	37646878	12271748514	458764036	242631397	1515788658	3507199103	1605306841	349644597	496626493	350495842	122899000		1184108306	33015297296	472693490	408340662	317632403	6318214104	136311956	32427273432		53620272485		15055115792	171763102729	673901638	220219427	225059393	9005871329	43370720	28257101	1318296348					1868515552	13141569753	87496881067	67804575	29372787	15695952298	632133043	13556106992					1178958493	13785041208		36131625	35607625798	922839656	362554252			8409732793	412013963	63728088171		113047178	193613825	43075149170	115965909	308900899	167593506	109431122	66771063	23008389	14594007093	57660000		1805677853		304956656		107560388150	1318911721		3524350338	182507938	11217315623	29352929930		41059062638		5407974558			405074306	23281206264	47201152024	1053690048	3441302676	361639109821	2098969799	897865910	261849462	611415268		45199215	96250966252		7779181377		143594407	8474638544	267707	13729872226	78828587					1131355393			417891105	1362679202	97465875	919162856	3323014302		5016935107		222490326	285182985	122801165		35577279665			460208292	382455137	1471281954	286495285			202077116		742321151	49402254	914366201	246503877	28650938059		259836318		81430378	10099448198	492485082	17688012242		27922061765	987342060	3952081617			2459611643		2087167598	722595083	8675891766	15074070373		304157942	27469379821			14262113772	772414731			1163240666	3395672577	27656266699	190641893		20846857292	137814239	387557896	81084979733	32044870	49207283	1901335129	135161382		516829680					11639664	133306173	4376328678	3196099289	16498730164	351794160		43752074			113752751	140857367	32665494378	94280845			24642272	1402802249	1871427115	23514529803		974237761	808042395	1477202751		2775536603	128399558849		55179039	15898851921		3416511106	38922827			63657907		7702061615		244824169	321301859
1/1/2001	321360615			731866869	770581242		14256130152	14555552761	329632782		79718831	18663980934	15598207619	724979354	17974678	13560301583	579741560	260670425	1305630682	3646131855	1725453576	319252845	1233132928	390676494	112041500		1146023743	35866445532	690373665	381821187	323362187	5897250169	121827807	34252696054		51549538228		14399463638	220056778197	1020103541	340115355	71990507	10244081768	62479685	45425898	1330363596					2396061109	14463996079	82131888852	70308697	31224518	17702199891	1104534583	19625060633					1073533302	13598234046		50449873	34235521113	822453578	489895096			8419388795	366383708	58637345172		98330198	13399794	37346811132	161941586	375936406	208565057	106013175	69360646	70851810	6244166716	63941399		2352244048		287255330		111173525500	1421477790		4703235128	141791474	10755092652	28103636214		49050841243		5635200997			355376122	23378584693	46215583749	1900541275	3174221853	401957625498	2505883853	1064987680	286507194	697362970		56429365	102875399999		10599376728		150918132	7563692935	480276	16079034345	88936539					1357451877			386488997	1669177344	126635668	1217482763	3508440975		8669348413		228532262	398349961	95341540		44804667833			798842470	348668795	1667548395	464440901			206545597		726979119	39833320	852678489	206054634	29845803324		234251047		108589420	10646598366	384021947	16897429232		23604634518	1079959915	3564653995			2445296367		4218132005	1091760801	8980104805	15682884986		440065783	26563086922			15060281580	723168686			1317979133	4857637362	36302524270	212109515		18866525795	49736273	455896443	76599880650	18070277	51311629	1723445190	133507954		1168229585					15481934	192538820	4453132136	4397212845	15625206453	271776572		37133888			125450914	126165789	33040506131	94282907			23759783	1923855117	2049572905	19911331871		1156620154	983357419	3088921745		3099292342	130076681861		61439397	12264400293		3674565625	37658100			56635260		7626856966		183446883	119459329
1/1/2002	374002933			375545950	866478029		15355430570	10492424598	430974255		87648341	21567007444	13182004728	720471771	59105711	14697916833	590581849	303116314	1721734786	4846429828	1777159599	380645809	1336266918	687361274	114506500		892729022	37832146074	668514853	448993813	354949461	5473918634	127052247	37189380242		61276107298		15343860930	297739464635	1836106997	639930323	35447844	10844466333	80135344	79797208	1502388879					3181358048	23707070645	89142520354	73707745	45497424	27719139941	474683747	25151012399					1004402707	14076054209		30282532	40303465620	1003157301	965896457			9825468859	358934967	61696740309		117391169	144051938	41008744647	202176067	636059791	263312230	106877402	103006754	88540316	9431529912	87842777		2373309178		284472819		111918964250	1531434550		5884888200	82171313	10383089943	32033584740		71607863519		5475152034			461532236	24082877038	55621718983	1645099133	4116412743	469618106617	3140845033	1068140495	317331857	913189870		65752273	121497595006		10078172673		216364933	10404665518	3298471	15892269294	93892171					1705155579			406370202	2413140588	177769219	1326623372	3800343591		10375315440		268855942	363272345	135638958		50671450505			789942729	590804315	2210545483	549300678		58186176	267337072		824689975	74083411	1248515928	165874393	33761681180		323133447		134054660	7566806238	453205839	18948431418		32404963276	1070003789	4962815635			3173684496		8795802476	1182833320	9721160041	16321044786		343099510	29783861006			17700955155	641167203			1573356705	7285846575	48325637160	243728509		22185722224	248935516	644374775	83413378877	18687273	84690089	1633634903	183406177		2278353130					17352535	113194007	9195618256	7063482326	19170719820	275844448		69794569			222510578	172432007	38903305764	89508806		43468355	25120525	2048593710	2364943975	28348029784		1528839201	934009569	4462353793		772025410	157762834847		53198487	12106509758		4121051660	36521974			62493659		7816784147	73858377	535132681	131685657
1/1/2003	336945700			634199422	1038294218		15087811853	14157283992	501977059		113767367	33258075922	12729301637	802839747	67366291	14448826395	717874587	752184694	2624623706	6825720096	1840973983	491108557	1813519793	636538852	84684000		1096941362	49297286966	737943172	474743390	366596386	5339775856	137053606	36267580380		69563021941		15842927329	416199410849	1303858672	652135227	39441158	10920223372	94540112	93606389	1840008313					3450932640	26955067756	96835205038	100129582	47735246	37997724609	279543950	35454600240					1165340425	14603575994		24707772	26809451344	1376698670	955608347			11172946744	423606702	70762381910		89607067	201927545	39550386633	196198029	1470061303		59306559	32899909	237691329	5801377001	83225918		2924966747		276387311		118388035750	1438959954		8190523098	62581880	12793544565	36256203610		103737207867		4151958965			818644869	26315098230	63263644605	1194860262	5365764578	673554460259	4962118090	1482117156	399268623	982362875		64802098	155471714081		8636230884		257467336	16367322517	7376739	21513344908	106902191					2333781492			460333704	3449667625	311200471	1536170568	4343370556		14146568750		302270799	414272747	162249406		59026700138			934744444	952478637	2730176861	646775821		63710646	203558127		947825069	31821258	1603024419	127393412	44309888341		325217778		260094608	7415087386	508236348	21596596546		37712335070	1286240898	6085430246			3593748649		11815604851	1010969628	10241971443	17083609581		520462532	33958963841			12813462218	983433609			2952140910	9449445049	78409347970	214698548		24537673107	529445722	1110917826	97742808380	37005791	66617186	1986451861	251288102		3550297750					25470020	114370365	12149157812	8598243614	22168538187	277512200		67387802			191745203	204887479	42161780744	117567950		61303449	39771012	2476582234	3036243867	35548509248		2038411249	1080256629	6946076991		2086675964	184024327170		51191684	20820559951		6224181087	43816496			83909636		8154088985	97757335	247729407	136092039
