date	ABW	AND	AFG	AGO	ALB	ARB	ARE	ARG	ARM	ASM	ATG	AUS	AUT	AZE	BDI	BEL	BEN	BFA	BGD	BGR	BHR	BHS	BIH	BLR	BLZ	BMU	BOL	BRA	BRB	BRN	BTN	BWA	CAF	CAN	CEB	CHE	CHI	CHL	CHN	CIV	CMR	COG	COL	COM	CPV	CRI	CSS	CUB	CUW	CYM	CYP	CZE	DEU	DJI	DMA	DNK	DOM	DZA	EAP	EAS	ECA	ECS	ECU	EGY	EMU	ERI	ESP	EST	ETH	EUU	FCS	FIN	FJI	FRA	FRO	FSM	GAB	GBR	GEO	GHA	GIN	GMB	GNB	GNQ	GRC	GRD	GRL	GTM	GUM	GUY	HIC	HKG	HND	HPC	HRV	HTI	HUN	IDN	IMN	IND	INX	IRL	IRN	IRQ	ISL	ISR	ITA	JAM	JOR	JPN	KAZ	KEN	KGZ	KHM	KIR	KNA	KOR	KSV	KWT	LAC	LAO	LBN	LBR	LBY	LCA	LCN	LDC	LIC	LIE	LKA	LMC	LMY	LSO	LTU	LUX	LVA	MAC	MAF	MAR	MCO	MDA	MDG	MDV	MEA	MEX	MHL	MIC	MKD	MLI	MLT	MMR	MNA	MNE	MNG	MNP	MOZ	MRT	MUS	MWI	MYS	NAC	NAM	NCL	NER	NGA	NIC	NLD	NOC	NOR	NPL	NZL	OEC	OED	OMN	OSS	PAK	PAN	PER	PHL	PLW	PNG	POL	PRI	PRK	PRT	PRY	PSS	PYF	QAT	ROU	RUS	RWA	SAS	SAU	SDN	SEN	SGP	SLB	SLE	SLV	SMR	SOM	SRB	SSA	SSD	SSF	SST	STP	SUR	SVK	SVN	SWE	SWZ	SXM	SYC	SYR	TCA	TCD	TGO	THA	TJK	TKM	TLS	TON	TTO	TUN	TUR	TUV	TZA	UGA	UKR	UMC	URY	USA	UZB	VCT	VEN	VIR	VNM	VUT	PSE	WLD	WSM	YEM	ZAF	COD	ZMB	ZWE
1/1/1960																																		1506		4874																																																	694															721							7222										545																		91																										64596						2220																										721																																									63090
1/1/1961																																		1310		4821																																																	679															774																	800																		74																										67645						2302																										774																																									66335
1/1/1962																																		1613																																																			845																																714
1/1/1963												3978	2586							788														1703	5837	5108		145					96					8					36108			1214	15								65680					101324		686		15825				24300							731			74			235717					1	1556	3		878		99	80	9	8	451	6918	77	1	53876							2455					52								33					56				11	23					750					1											68418					2	2491		992		862	235690	236495						123			2355			179					1138			911																			4293				4									3	6	55							66715											1654			117
1/1/1964												3972	2623							947														1715	4961	5188							110					7					37861			1163	9							70						95679		726		16654				23963							845			50			231447					3	1355			902		117	80	131	15	441				55556							744					34		1						25					47				37	13				804	581					2		361									68728						2149		918	5	932	231211	231870			74			36			2646			146					13			1006																			4422													3	8	78			1			114	67013			104								1785			69
1/1/1965												4123	2714		1	1766				1029								10003						1734	6605	5721		188					117					10					38148			1153	5							74	68789		4089			105635		819		17509				24274							881			24			252166						1438	10		948		157	76	129		412		114		60796							1018			11122		36		2		11512				20	1211				73				30	12				770	849							358								9	74051						2505		870		188	251952	252900			70			31			4117			128					21			1038																			4814				4									2	7	99							72317			200								2015			69
1/1/1966						176						4445	2547		1	1671				1084								2360						1854	8381	5581		243					140					17					36861			1052	13	19						60	76397		5500			104893		872		17467				14206							954			20			247910						1448	8		894		130	87		17	397	7622			62962		1					883			3335		47		2		4050				24	1193				56				31	20				660	785							263							1	3	68709						2595		906		788	247418	248327			108			40			4527			122					1322			1026																			4857				6									10	11	124						224	66855			238								2466		1	64
1/1/1967						180						4058	2593			1607				1169								2824						1655	8795	5591		201					41			17		26					37102			1016		5						53	74914		4270			115820		926		17347				25786							1008			18			253663						1433			1125		152	76	9	17	291	7253			61721							855			4377		68				4761				45					56				30	22				547	1451							256							2	5	65773						2491		961		997	253458	255016			68			45			4535			109					1658			1238						1													5309				8									5	7	107							64118			178										5	104
1/1/1968												4201	2486			1466				1435								2763						1591	9568	5928		197					136			14		14			1		34005			827							33	86	72015		3792			113863		958		17561				26711							1317			21			264640						1555	7		1217		168	79	23	18	290	7604			71114							1086			5964		40		1		6722				15	1518				81				20	10				562	2983					4		268							2		68771						2477		987		1037	264059	267129			84			53			4585			95					1993			1316				5					5										4742				12									2	7	87						234	67180			325								2392		3	115
1/1/1969						170		1830				4070	2422		1	1456				1365							20							1785	9753	5850		75					151			20		12					33094			907		7					38	65	65761		3392			106658		888		12974				25904							1462			23			268802						1516	4		1288		195	82	16	26	231	7259		1	77132							1157					53								26	1585				84				18	15				484	823					1		252							1	4	72793						2431		876		961	266487	267395			89			40			4896			103					1976			1403				1															4333				10									8		85						246	71008			214									2	2	70
1/1/1970						160		1982				3984	2267			1339				1908							20	3839						1814	8697	5927		166					152			40		9					32772			815	5	18					34	57	65919		2966			105001		861		14106				25227							1381			50			293631						1241	4		1278		205	88	31	19	247	7241			100513							1202			4959		29				7636				33	1527				141				18	31				495	805							248						2	1		74157					5	2462		938		897	291088	291982						57			5493			178					55			1311				1															4343				4									4	3	89						219	72343			306								2428		1	77
1/1/1971						175		1081				4391	2252			1359				2014							21	3426						1986	11129	6141		195					1					73					32874			787	11	14					26	66	66598		2754			107682		938		14962				24771							1406			45			270540		6				1214	8		1416		219	94	12	11	383	7196			78425		1					1283			3962		46				5746				53	1766				129				23	12				656	353					4		269									73075				4		2313		856		988	268933	269382			58			58			5422			192					2479			1527				2															4397				5									4	9	96						190	71089			314								2592	1	2	107
1/1/1972						189		1824				4606	2373		1	1342				2071							32	2840						1970	11423	6139		147					114					144					33381			811		14					32	64	66641		2488			107696		942		14807				24337							1481			57			288939		2				1343			1322		249	116	33	17	394	7042	7	3	101328		2		1			1377		2	3801	1	47				6138				49					116				13	14				702	513					3		303						3	1		67913						2283		855		1062	286728	287241			61		60	53			5277			134					2732			1432				2															4484				6									8	7							150	65943			208								2649	2		83
1/1/1973						214		1756				4651	2280			1242				2168		1					16	2495						1942	11588	5517		184					76			30		105					31909			792		7					36	57	61710		2135			101427		996		13458				22472							1317			43			297052		2				1170	5		1118		264	100	42	11	374	5779	4	5	115221		1		2			1622		5	3217	1	48		2		5504				43	1469				118				34	6				688	338							309						4			68877						2103		800	1	979	294938	295413			38		72	106			5693			109					2557			1200																			4865				4									6	10	137						88	66935			252								2683	7	1	88
1/1/1974						209		1686				4300	2365			1109			19	2336							20	3421						1936	12713	5396		288					50			38		97					30534			835		11					39	54	59138		2036			97691		986	1	12706				20545							1426			49			295487		1				1184	1		1268		266	130	29	13	344	5473	2	1	121509							1093		4	4135		32		3		6446				48	1639				86				28	5				684	418					1		335						2	1	4	66029						2096		741		908	293454	293964			23			123			6672			54					2521			1358																			4460				4									1	43	92						95	64093			241								2490	1	1	68
1/1/1975						142		1616				4311	2525			1060				2481		2					25							1782	12438	5834		258					69			21		156					30198			828		7					24	61	59009		1903			97159		1164	1	12110				20842							1457			62			310525						1093	3		1122		339	103	9	14	483	6110	2		135118							1326							6						34	1489				104				19	21				729	284					1		245						2	1		66227				6		1966		752		1243	308070	308452			34		67	118			6691		1159	72					2173			1190																			4042				3									9	37	98						132	64445			674								2546	11	2
1/1/1976								1715				4320	2551			1038			30	2371		4					21							1854	13738	5693		230					67			15		110					31065			821	7	9						48	52872		1760			93369		1270		11471				21797							1334			41			306367		26			1	1149	3		1324		363	119	32	14	561		6	2	135762							1436													33	1762				83				19	8				805	422					3		241							1		66904				8	6	1857		801	1	1237	304328	304868			21			167			6593			77					3625			1409							7												4141													7	12	118						119	65050			183								2442	2	8
1/1/1977								1704				4364	2385			1073			27	2559		6					26	1645	4					1883	13396	5542		200					69			9	33	152					30247			832	9	11					27	58	52382		1863			92227		1240	1	11811				21114							1288						303261		5			1	1140	2		1186		348	132	5	13	508		9	1	135991							1177			2328						4755				36	1517				86				18	5				752	266					2		242									64746					4	1960		817	1	1055	301023	301408			20	12	86	127			6641		1286	79					3056			1270				4			8												4503													14	17	119						59	62863			440								2966	4
