date	AFG	ALB	DZA	ASM	AGO	AIA	ATG	ARG	ARM	ABW	AUS	AUT	AZE	BHS	BHR	BGD	BRB	BLR	BEL	BLZ	BEN	BMU	BTN	BOL	BWA	BRA	BGR	BFA	BDI	CPV	KHM	CMR	CAN	CAF	TCD	CHL	HKG	MAC	CHN	COL	COM	COD	COG	COK	CRI	CIV	HRV	CYP	CZE	CSK	DNK	DJI	DMA	DOM	ECU	EGY	SLV	GNQ	EST	ETH	EMU	FLK	FRO	FJI	FIN	FRA	PYF	NCL	GAB	GMB	GEO	DEU	GHA	GIB	GRC	GRL	GRD	GLP	GUM	GTM	GUF	GIN	GNB	GUY	HTI	HND	HUN	ISL	IND	IDN	IRN	IRQ	IRL	ISR	ITA	JAM	JPN	JOR	KAZ	KEN	KIR	KOR	KWT	KGZ	LAO	LVA	LBN	LSO	LBR	LBY	LTU	LUX	MKD	MDG	MWI	MYS	MDV	MLI	MLT	MTQ	MUS	MEX	MDA	MNG	MNE	MSR	MAR	MOZ	MMR	NAM	NRU	NPL	NLD	ANT	NZL	NIC	NER	NGA	NOR	OMN	PAK	PAN		PNG	PRY	PER	PHL	POL	PRT	QAT	REU	ROU	RUS	RWA		SHN	SPM	WSM	STP	SAU	SEN	SRB	SYC	SLE	SGP	SVK	SVN	SLB	ZAF	ESP	LKA	KNA	LCA	VCT	SDN	SUR	SWZ	SWE	CHE	SYR	TWN	TJK	TZA	THA	TLS	TGO	TON	TTO	TUN	TUR	UGA	UKR	ARE	GBR	USA	URY	VUT	VEN	VNM	YMN	YMD	YEM	YUG	ZMB	ZWE
1/1/1970	85570000.00		1008697483.12	125000000.00	7618000000.00		13631999.99	1773200000.00			4769520763.70	2856615381.87		89847184.91	217770218.01		39572999.98			18800362.39	32776066.29	80000000.00		190200000.00	25625589.76	2739000000.00	2004273505.99	18285146.55	24361142.83	1660208.69	38980914.66	227053204.52	16786497178.10	30514256.85	29680203.70	1248600000.00	2514602512.50	42259364.59	2307245993.26	726700000.00	4623720.42		30987196.13	3015040.48	231200000.00	470947748.45		106559914.90			3356133330.42	9818463.37	5904500.00	249090000.00	230049200.00	761736999.67		24870000.00		122359999.93		1992000.00	33500000.00	71552098.34	2306445044.28	18098588618.25	18221518.03	191731445.07	144284371.46	16857626.96		34228415275.67	458302063.85	3479997.22	642533332.71	14000000.00	6038000.00	37629249.24	5832000.00	290180000.00	4286853.71		3701565.21	135149999.93	40359999.97	179104999.91	1726166666.70	146590909.10	2026399998.24	1152000000.00	2402798677.47	1098411562.61	1120079105.50	778700000.00	13204799986.80	341798536.79	19317499980.74	34084386.43		305059877.71		836000000.00	1693159325.78		72000000.00		189979005.52	5931797.63	213730000.00	2357039063.78		854999999.16		144834800.25	59636423.87	1686582472.52	3864631.58	34923881.44	38555969.21	30036783.02	69012068.96	1401999998.60				900000.00	488292635.30		107730107.65		32278000.00	42439506.13	13354972366.02	675981652.52	1222592195.76	178620000.00	31815783.82	1239839504.56	2456859015.14	142720736.66	397320397.01	108512924.33	20000000.00	103958416.65	62960000.00	1047855297.16	1040795451.96		945773912.10	239903000.08	50787063.42	1850800000.00		24810000.02	104130000.00	0	2700663.82	4702733.44	8329043.47	2371111109.27	152602147.41		2142003.64	100992040.42	1553628944.28			7981121.28	3344178663.67	2388428569.04	341544628.16	3854943.50	12962874.99	2620000.00	298413173.01	144297082.23	71245971.53	6794620742.56	5062943775.47	202958115.24	1428249998.61		251607899.14	710192307.02		54891725.56	2993760.48	481549999.76	182476190.64	579200000.00	28180036.37		523320522.91	19430384482.89	43225000000.00	232710000.00	11502698.41	3168988764.76		2897124.17	11556306.56		1678900000.00		419999831.58
1/1/1971	99650000.00		856566209.73	127000000.00	8148000000.00		32229924.96	1740400000.00			5212500637.34	3168176942.23		267000000.27	268536219.29		40552287.68			19278058.47	42316413.52	91580000.09		181100000.00	42422090.14	2904000000.00	2182051283.92	16021359.69	18537142.84	1609369.74	10880794.85	208141264.26	18373587013.61	32517790.48	28296434.85	996800000.00	2874702166.86	49045402.92	2782506171.45	686000000.00	5709008.10		39912993.70	2277973.67	225400000.00	459309481.46		115667619.80			3680089658.92	5299871.94	6217615.85	243020000.00	240368183.00	789336999.66		28350000.00		126079533.49		1775000.00	37600000.00	72311584.06	2366525949.13	20810595936.41	17289038.56	200552541.05	179558143.79	13397074.02		38844583498.77	491812746.37	3318272.10	662466666.03	19000000.00	5158991.60	41639236.73	10495000.00	283240000.00	2668046.27		2390498.76	127629059.76	47320000.01	188979999.91	1847325534.81	149772727.29	2036461947.75	1246000000.00	3823709567.77	1554992373.05	1312412270.80	957600000.00	15104646650.67	339425442.85	23995309795.73	32031987.25		314159874.53		1067000000.00	2271853861.41		61920000.00		244524377.19	4214174.80	222130000.02	2694163028.00		740215759.45		147313694.46	71370282.27	1643918828.65	4311618.82	40054306.62	46309661.39	34051816.11	66262523.43	1504159998.65				600000.00	502017809.65		124788526.73		32000000.00	47693812.74	15773227008.12	725225154.73	1361281371.62	187240000.00	38772756.16	1814612529.62	2554780140.59	153572388.70	467187466.86	116540000.01	21000000.00	120422475.09	63950000.00	892919896.64	1098333768.43		1049340724.61	315185000.03	43630891.97	2107300000.00		22383070.25	138890000.00	0	2574967.48	6291428.17	6624078.70	3850459852.57	125991970.83		1852066.97	97767029.53	1761130737.54			10322003.38	3482830088.01	2964367925.08	343558155.30	3852444.70	10068713.79	2198148.15	328478472.50	157151900.95	77923492.89	7463406390.54	5737652977.35	194581151.88	1997749998.06		267833892.66	830528845.46		49787383.39	2498274.37	526575846.65	217438760.19	676600000.00	26000281.55		870843234.16	22098242411.98	43549000000.00	205690000.00	12756002.58	3124323572.26		3948723.21	6644304.60		1818683497.58		421232694.54
1/1/1972	122470000.00		1304180943.63	199000000.00	8952000000.00		34638399.45	1941200000.00			6461219419.96	3883376903.45		343000000.00	347470976.28	256756748.28	44489227.86			25529454.29	36445501.36	34050000.00		201200000.00	58291308.56	3991000000.00	2626851851.85	20371075.09	26011428.57	1774267.58	7421879.82	220886726.24	21185304367.48	39400442.32	35825437.44	855400000.00	3436261666.45	71756983.70	3692540207.02	807500000.00	5995425.26		59602155.92	2261318.40	280900000.00	553466578.52		133729099.95			4432212420.89	8239393.11	7027613.36	347390000.00	320427499.00	825193999.64		19220000.00		167000000.07		2802000.00	46200000.00	78350879.04	2913341252.22	26448780232.96	14662860.46	190071036.41	228351479.12	19213104.08		46736462115.59	441668220.36	3013886.00	870424629.00	21900000.00	5482701.70	39961847.50	16403000.00	327480000.00	4629706.19		3031410.08	139116056.60	43999837.86	204544057.92	2402823018.50	189258657.91	2447935914.64	1535000000.00	1799037822.57	1100596817.35	1606595999.36	1147000000.00	18608653789.41	391090089.39	29088266025.40	47611147.46		359379856.30		1625000000.00	2557540886.19		42420000.00		377336833.79	7931713.50	244400000.00	2937555298.99		1000395238.32		166248471.64	79831049.07	1721547728.31	3451428.57	41828010.45	67566068.50	45265410.36	106005660.55	1694236877.46				710000.00	643057038.16		119709974.15		34000000.00	57975308.64	19153697025.03	757888889.31	1792202400.00	249440000.00	54357298.60	2179983131.32	3283072991.38	167321366.10	691599406.02	122634000.00	21000000.00	221556312.17	84550000.00	944444444.45	1100141943.36		1297917350.93	396654999.97	50327466.57	2601000000.00		19488627.13	75000000.00	0	4174526.08	5013316.88	7336226.79	4772298618.89	216037911.93		2620569.94	114505342.27	2188997682.76			10904900.49	4108288137.18	3816635342.40	338170316.95	5937475.53	11781416.43	2440740.74	357151063.63	171428571.43	81572728.73	8768950987.83	6841686443.77	287303665.00	2913576318.89		323776057.39	1081296543.77		50156819.61	2502439.67	557528660.62	315127785.57	886630000.00	28259834.81		1157278988.24	23984672107.44	49199000000.00	214080000.00	14788181.07	3165977012.22		4280170.58	7757851.29		2237200000.00	758481509.06	456043667.13
1/1/1973	143210000.00		1887446978.40	66580000.00	13694000000.00		30341168.01	3266000000.00			9559097298.86	5282836456.69		530000000.04	480514835.50	352815902.97	53504853.24			32269567.78	43498383.78	29800000.00		260500000.00	85307621.40	6199000000.00	3269106386.04	25122565.69	29843546.24	1949772.59	14698877.17	352865653.64	26436889684.36	37281584.84	38114959.57	1230500000.00	5071343842.41	99919379.23	5876096379.44	1168600000.00	4962149.16		89268648.96	3416067.56	344500000.00	857148087.46		173020709.95			6248337227.98	19445118.53	8543199.09	441990000.00	560060107.00	1120711078.96		19090000.00		238878018.71		3776000.00	78500000.00	94202012.92	3837487157.35	36668677037.86	18786266.47	194857381.34	330510543.46	24916116.96		67563342443.77	656856016.23	2918820.00	1456129009.96	31000000.00	7382920.16	64743980.85	19939000.00	436150000.00	5257140.83		3832321.49	136343164.45	52719999.96	258739906.55	3353740256.75	290473703.80	2917170509.51	3062000000.00	2669118585.69	842427834.04	2130611762.26	1448700000.00	22226388446.31	390069190.50	37016665604.13	73321585.50		476533256.12		3221000000.00	3815416794.60		54030000.00		921000000.00	12664619.09	324000000.02	4003144846.70		1490148691.51		202713529.23	97677167.14	3049225397.15	3500000.00	52984948.83	97815041.80	55179030.16	136535507.58	2250168860.48				1340000.00	910117949.69		130196784.27		36000000.00	62843030.93	27351869557.94	1369444445.21	2596027878.79	277890000.00	61511577.73	3461950620.48	4725293450.90	238554979.37	954587652.44	137774000.01	21000000.00	514793686.43	124210000.00	1111800000.00	1885130033.50		1841953918.42	628412000.10	82290085.47	3690959364.23		33437624.52			5294130.84	6558166.74	13168990.62	10351790916.01	195409747.67		3616129.26	131431954.27	3652581237.76			13772224.90	6063868564.55	5197578489.76	410187415.30	7307476.74	15715433.58	3749259.26	434175762.30	179271708.68	107882781.81	12200727207.89	9527943214.64	350888224.04	4383243554.03		367501950.83	1563633944.79		61344947.69	4544719.20	699020728.27	422052046.06	1318220000.00	29090861.97		1806790267.46	29637343986.26	70823000000.00	321510000.00	21047320.51	3297714985.55		7865683.55	7458539.16		2852600000.00	1144251584.77	682926134.92
1/1/1974	230000000.00		4686718891.27	82990000.00	23284000000.00		32372370.38	3930700000.00			11015873708.97	7161095251.88		1444000001.44	1271723162.77	343131830.41	86034136.29			44924189.99	34398634.77	34300000.02		556500000.00	120814568.66	7951000000.00	3836082478.18	36010099.82	30971428.57	2070853.68		477882659.77	34507576726.10	48224976.21	37409283.29	2480500000.00	5967555078.34	109603874.52	7107893130.28	1508600000.00	8882329.28		229406343.50	3607758.82	440300000.00	1213058934.94		150492037.86			7719011832.48	20695359.58	10202936.56	635760000.00	1063327101.00	1516213747.41		33900000.00		268710145.06		11508000.00	80000000.00	154309095.37	5489697447.32	46259324122.13	31703941.59	278754764.32	767550727.07	42962346.45		89368417037.33	738309984.97	2510835.83	2029679703.00	91500000.00	9502544.77	57883334.97	19993000.00	572130000.00	1443875.29		3871983.42	268158707.28	71539940.68	289129999.93	3942043617.10	330594177.06	3926398070.75	7449000000.00	8401499200.10	2389545808.22	2658027915.85	1824800000.00	30464690829.94	604048004.09	55468825198.06	154949733.11		602699759.00		4462000000.00	10963257080.42		95470000.00		1636000000.00	14437348.53	400269947.24	8259387768.52		2129517784.75		244141073.81	120482807.02	4235863199.77	3965000.00	64235952.91	134009591.42	72380940.64	312465588.73	2957687134.38				2150000.00	1707739057.43		187480516.24		48000000.00	66107954.55	37423083075.00	3230277779.57	2435028899.28	380920000.00	52740291.73	9204525429.16	6281938080.64	822773922.89	1108090909.09	210511000.10	21000000.00	653843686.00	166510000.00	1503300000.00	2724913301.97		2276556944.74	2014890000.00	68606501.83	4874450000.00		36597284.12			5234650.48	12647960.70	17317660.33	35554929587.48	367794163.14		7287275.47	143951272.13	5809581056.95			26242568.42	8687864366.09	7090980274.70	527110027.90	10691342.06	22178661.36	5417407.41	350430787.91	269467787.11	177830258.91	15939391547.39	11933713313.29	781762458.12	5518421052.78		403425511.80	2444110368.10		188737383.86	6610665.50	2036138377.56	921398626.67	1533150000.00	31516366.91		6413583596.75	38196642963.53	99437000000.00	382180000.00	30616189.34	11153092184.63		13331068.49	16080680.44		3805000000.00	1406614243.94	856782289.64
1/1/1975	217380000.00		4700197710.13	50000000.00			27615501.47	2961300000.00			11948389729.61	7519387610.88		2508000002.51	1107458915.57	322743503.81	107317362.24			66589651.30	31840689.28	36200000.04		444100000.00	141780804.19	8670000000.00		43529434.51	31932698.41	2444043.75		447227249.87	34074237493.19	47287947.47	47755199.52	1552100000.00	6026456065.18	133406487.34	7688998821.21	1465000000.00	9500208.57		178337078.76	2866729.91	493300000.00	1180626270.54		150067772.14		6154121863.80	8712249643.07	14849117.44	11359133.26	893780000.00	988704432.00	1401929104.25		26460000.00		240497584.66		2600000.00	80500000.00	170381010.95	5502244274.22	53099693720.73	25265749.51	327107408.14	942584469.92	44242049.37		90175582867.51	816438946.38	3074941.19	2294310093.93	87400000.00	12405282.22	83941399.01	28489000.00	623500000.00	2487953.03		7071535.53	356603300.04	79760000.02	295000000.00	4519302895.21	305636475.42	4355118570.23	7104000000.00	7963058204.60	15933955008.75	3192433387.70	1940700000.00	34987660470.47	759252659.25	55819093848.14	152655055.57		606219888.47	36307165.69	4945000000.00	9184397725.71		11500000.00		1233000000.00	12281786.66	393829891.33	6833957685.78		1787468895.31		293711193.80	140407656.09	3842957203.10	2538000.00	53215990.19	165877562.22	95910506.94	297981184.75	2903840000.00				2270000.00	1543140196.40		173412914.83		46000000.00	81352237.38	39887915364.51	2397222223.55	2162047118.64	375170000.00	90800860.35	7834314025.96	7231502052.15	1044027808.50	1052090909.09	286446000.29	21000000.00	440605197.86	176290000.00	1290864341.09	2294457586.17	10289400000.00	1939317015.74	1804890000.08	61634669.89	5341450000.00		41738389.32			6299224.85	7121748.53	7063705.68	30714930508.03	461049421.93		6349970.13	117655925.92	5376202372.53			15508393.78	8788516139.55	7690494439.68	569200271.83	20779350.91	22465921.32	6072592.59	437909248.82	277310924.37	195076813.15	17383478811.99	12952639902.27	929918919.17	5302368421.19		372488760.06	2208455656.67		126460789.21	5826364.64	1771093228.45	855564347.34	1401100000.00	25679946.62		7261819435.81	43422889811.59	108856000000.00	383850000.00	11541083.69	8799766629.82		10901041.10	17371415.39		4072300000.00	810243001.25	876018375.81
1/1/1976	291320000.00		5258866548.25	64890000.00			9029817.33	3916100000.00			13193328530.53	8506469431.21		2992000002.99	1319993797.05	399522413.13	86253000.00			42252835.11	24982341.23	47000000.05		568200000.00	170397842.80	10128000000.00		53420587.88	60537984.51	1570429.62		510878629.49	40598357593.00	61196776.53	63328104.57	2082600000.00	8484472761.86	188112131.44	6943442879.85	1873800000.00	11818447.75		221141027.92	2193277.53	592900000.00	1631640525.25		254264685.40			9115156887.97	15951969.66	11111914.98	716400000.00	1266993880.00	1521682645.80		9880000.00		280468599.17		5212000.00	105000000.00	135346355.44	6341797742.14	56874139567.77	21993155.14	306269934.32	1134740634.75	34697716.63		102162331979.92	827314358.60	2551617.09	2561110619.73	86000000.00	12962620.48	89984576.63	25180000.00	760360000.00	3983166.12		6182125.93	275098039.32	124340000.02	400080000.00	4926651982.65	400884814.39	5548791700.30	8549000000.00	8934981772.82	18249969811.93	3314746725.93	2414500000.00	37264914657.61	630059730.06	67303654321.49	206966828.43		789700924.19	22176894.79	7716000000.00	9845960749.99		11700000.00		546000000.00	16841749.99	459959873.09	9554097130.41		1829677374.84		275044434.62	165824347.25	5294733014.58	2973000.00	84464636.28	228430655.00	124486120.29	265084721.79	3417490343.33				2990000.00	1261117544.46		208059517.72		37000000.00	94864000.00	46153323530.18	2524444445.85	2794634638.43	541900000.00	134264049.12	10566269524.03	7950694704.71	1133640650.29	1166868686.87	238212000.24	21000000.00	551079355.38	181240000.00	1359571794.87	2555134638.14	11024200000.00	1810594721.33	2209584327.60	93712130.71	6137650000.00		76853263.07			8160717.31	6848423.78	8229822.83	39555594864.22	485163256.75		8672464.19	98648817.76	6585453665.26			24192394.79	7850014993.17	8730289492.53	572277926.00	17092164.89	22687431.77	9053703.70	554336589.76	275630252.10	182907499.84	18434939887.18	14834704020.46	1074279683.26	8155263158.11		439674963.79	2980230062.01		104964707.91	3933307.99	2214073166.96	787970389.50	1960240000.00	36379115.86		9535490764.19	45355537343.03	116794000000.00	546480000.00	16653371.06	9299179059.62		7658520.55	6948566.15		4878100000.00	1069868519.17	958348507.33
1/1/1977	306140000.00		5944402355.88	81230000.00			11135185.19	5651800000.00			13367160022.08	9807940837.65		3261000003.26	1845317836.08	475687261.20	96502000.00			62082000.00	30996515.34	39100000.04		631700000.00	186354579.27	12120000000.00		55233970.79	89700000.00	2179276.35		704102208.89	43544841476.39	81541133.01	106549305.58	2190300000.00	9616479865.69	219150887.96	7519646898.22	2403400000.00	8967036.30		267151193.49	2315804.15	828200000.00	2157285827.95		324523810.99			10065108915.13	18928545.30	11961111.11	780370000.00	1221398980.00	1708391859.33		14330000.00		348792270.70		3393000.00	144000000.00	180423460.32	7664811632.67	65129719236.47	16381215.76	315046840.59	1343037369.56	47471526.89		118071714563.78	1014545455.43	24000000.00	2756287734.08	92000000.00	14353333.33	78959425.34	30700000.00	1160220000.00	7261312.08		12708678.74	250552941.27	148560000.03	513465000.00	5834109424.23	512034264.12	6378201644.27	10853000000.00	9215705075.93	19012159511.51	4404058293.92	3081700000.00	45305185313.01	768457468.46	81083307227.72	249198321.28		1186264656.41	20250048.54	10048000000.00	9753855397.22		4200000.00		760000000.00	14029999.99	447419876.55	11410871814.01		1912855458.97		337261976.04	199869975.24	6079392353.02	3390000.00	124563797.25	288604713.95	128432072.54	309496690.19	4167440857.13				4110000.00	1302104797.57		215118653.23		35000000.00	93176000.00	50109751988.65	2646611112.58	3195970105.59	636800000.00	160582283.23	11838709833.09	8879948329.71	1138829831.95	1188474747.47	251034000.25	21000000.00	683331833.55	278890000.00	1725649588.99	3127397308.24	10666000000.00	1970238603.79	2072375684.83	114399898.67	7020950000.00		89111242.78			3459802.69	14736460.48	22999051.28	44728661784.67	615889530.75		11089329.99	135924169.91	8241036763.69			32801260.72	9903569991.39	10223425182.38	760800830.75	14180309.26	26547425.93	9909629.63	661045465.77	309803921.57	164576499.86	19082218267.06	17614300324.18	1069808917.47	9348684210.77		507001268.23	3490080430.86		159360218.68	7044493.59	2179791667.57	929197424.61	1753020000.00	58790966.05		9635739744.51	55859914680.19	123182000000.00	607520000.00	31960500.17	9550844498.44		11092383.56	180662720.02		5254300000.00	896326733.60	953798379.13
1/1/1978	320690000.00		6325928542.41	104160000.00			20294074.07	6399500000.00			14415491331.24	12174985085.20		3058000003.06	1892865981.67	548464675.23	130584000.00			79782500.00	27209574.76	41200000.04		628800000.00	232656368.58	12659000000.00		42704905.88	69377777.78	2109884.27		802428931.32	48431451000.90	71710967.24	98951562.69	2477700000.00	11452620377.38	258430648.92	9954858642.17	3009800000.00	9301853.65		308239280.50	2517562.28	864900000.00	2321855676.06		340371030.67			11883420904.47	17746917.92	15885185.19	675510000.00	1503170922.00	1738419689.32		17320000.00		309613526.72			140500000.00	198497519.75	8570119867.83	79370699678.84	36700233.85	222318969.93	1107212548.09	39213742.29		142453365484.07	1051228145.51	23000000.00	3367568390.88	102400000.00	16882962.96	111751982.15	34200000.00	1089460000.00	7407911.52		12062045.30	291407843.25	155340000.03	607560000.00	6408185026.37	640795745.56	6670741665.44	11643000000.00	8560467749.09	21748729496.26	5690813965.55	3921300000.00	56090021387.28	833135758.07	98211007247.84	297699381.77		1022604229.31	24547327.83	12722000000.00	10427408742.07		3200000.00		830000000.00	31845799.97	504049860.92	9894579007.99		2296069117.97		358324117.59	185209364.64	7404049800.36	4093000.00	111947256.96	342479033.22	124592764.46	324518427.61	6005071086.08				7110000.00	1507801383.32		244730149.01		54000000.00	86428553.18	57589984109.46	2976055557.21	3738444106.59	645970000.00	282314848.52	9937686894.66	10882086874.15	1096432063.53	1475282828.28	256433000.26	21000000.00	714252446.47	256970000.00	1940700000.00	3401133546.44	12238000000.00	2414305630.33	2390690000.10	115690734.22	8086398671.71		74375231.39			3766812.17	11094167.80	21089913.19	43060365059.33	449356821.02		15164402.08	169713456.15	10134235251.24			37754357.10	12771554988.89	13113985513.71	844877173.03	15791505.19	30760011.11	16293703.70	517553821.63	368627450.98	196212999.83	21789696448.19	23560141950.13	1059770700.91	12681915629.91		476398229.27	4085437626.67		234143038.07	5454197.83	2039625000.85	1126391006.63	2288160000.00	34800216.81		9125789936.25	67886616208.11	145847000000.00	686050000.00	36877082.30	9187419920.60		6865315.07	191664616.43		5671000000.00	856008568.85	889120691.53
1/1/1979	474030000.00		9550857283.75	125000000.00			36740740.74	7809900000.00			18663428731.78	15480537059.76		3786000003.79	2491564489.57	658681633.52	151967000.00			86731000.00	45942668.57	31300000.03		759800000.00	450545411.35	15244000000.00		76708447.87	104000000.00	2447311.84		1131569541.08	58293929938.82	79620482.71	88265583.25	3894200000.00	15139764820.64	389115651.23	13614147918.72	3410600000.00	17398471.02		495619523.65	3862023.86	934400000.00	2514458703.13		453092986.55		10926338177.95	14695994362.16	11383010.45	9404074.07	874700000.00	2067100000.00	1839755301.81		28720000.00		422173913.25			144000000.00	257051532.24	11172421099.49	100691697872.15	28809207.15	367956184.99	1848359161.40	58161979.57		171804420431.79	995771724.78	41000000.00	3884883452.57	164800000.00	21407037.04	112957686.23		1241400000.00	16679717.10		13411612.33	292705882.47	185380000.04	733550000.00	7929900500.53	781824181.46	7806033376.56	15591000000.00	8310073666.86	42402477971.73	7142955898.52	4546400000.00	72233353208.77	818439482.30	102299652005.76	402714028.80		1090070240.19	24634464.64	15057000000.00	18404051417.57		19000000.00		850000000.00	45083144.29	536559851.95	16075946428.41		2926395015.79		394409829.31	232746065.02	11078581538.96	4585000.00	148140823.92	424396261.73	132630766.24	381303373.08	8982020222.22					1958826630.51		386982682.92		77000000.00	108066666.67	73537434821.55	3966111113.31	4705621245.79	566560000.00	447725948.76	17334079943.19	13546081247.40	1569951946.47	2056070707.07	302893000.30		882837027.26	305160000.00	3490900000.00	4567276693.80	14082000000.00	3479469830.79	3763580701.68	139897481.48	9724166666.67		126690427.05			1175249.25	18133327.98	26587610.91	63427111033.00	535253478.29		21976266.07	199786261.33	14233239480.27			69540681.60	18257864371.66	18208301096.77	980957490.73	16274098.52	39688900.00	14562222.22	534507223.46	444257703.08	231977948.14	27602083307.91	26537709498.32	1644152866.66	16080865747.76		497397592.59	5297922212.96		218410830.58	6835052.56	2610416667.75	1790688693.97	2261200000.00	435188706.32		13652088367.30	86396886826.48	186363000000.00	788130000.00	41550210.22	14317064650.98		13519123.29	465553932.35		6491000000.00	1373372364.06	1028659747.25
1/1/1980	670230000.00		13870929918.01	127000000.00			26277777.78	8021400000.00			21944263079.67	17488973918.11		5009440005.01	3606363263.22	758508781.56	227692000.00			110647500.00	62817246.91	37000000.04	16727829.71	942200000.00	504382442.59	20132000000.00		90045379.31	65388888.89	4221929.04		1384181491.42	67733834235.83	115683890.74	70991251.24	4705300000.00	19751674260.32	538275194.16	18099305938.40	3924300000.00	11189061.94		910641825.34	4081115.83	1001700000.00	3134978988.43		531501803.41		12063091482.65	16748996309.94	12497116.27	9741481.48	961840000.00	2506200000.00	3045968380.47		13690000.00		424685990.54		9000000.00	178200000.00	376852465.94	14150323018.25	116029636147.43	30184713.57	409160401.24	2172756370.58	31158191.77		192860325413.94	1258130959.95	39507779.64	5153049538.47	210900000.00	17387407.41	106885751.79	35000000.00	1519830000.00	25008056.68		10963340.43	389176470.74	226200000.05	829450000.00	8671473094.82	918298677.11	8585543852.48	21908000000.00	7109203432.95		8398350260.92	5537500000.00	78104100024.19	962727487.60	130441213375.26	574195224.57		1245261803.31	2962729.05	17512000000.00	19841810016.87		28000000.00		955000000.00	57992654.00	600399834.34	21909757361.79		3005437446.66		401490511.35	295321045.37	12944720328.59	7778000.00	205293569.28	482726901.47	116682455.15	434807319.71	18031000000.00		402800000.00			2441251315.37	281000000.00	476549006.11		65000000.00	95875000.00	84947530265.71	5162222225.09	5420901928.91	450630000.00	565710202.13	25945549895.80	18542551302.09	2387167032.61	2618434343.43	360534000.36		1031293589.24	310230000.00	3898300000.00	5741147150.61	14191000000.00	4639542180.19	5672698122.45	130461539.89	11209000000.00		120549724.74			1419925.10	17217323.22	16984073.72	109116415021.35	476951022.55		21150038.05	223662143.77	19375265461.66			74182268.53	25539885490.89	20720069675.23	1061902798.49	23547972.59	70300000.00	15438519.23	542680001.09	514285714.29	372566031.70	30905525004.97	29632384800.27	2107694268.05	19786253737.31		511331110.47	6505409926.96		337700276.39	7243414.77	4077000001.70	2231373151.34	2910120000.00	344883376.07		20676294943.31	110143770917.43	225566000000.00	1058550000.00	35870205.39	19221199771.51		22604493.16	777370838.54		8977500000.00	1305405272.75	1394720649.42
1/1/1981	694270000.00		14396144410.43	199000000.00			69941000.00	9143000000.00			21477146384.43	15840785890.86		6189209006.19	4347340437.09	790633482.45	195520000.00			119007000.00	33639830.48	29390000.03	19826707.58	912400000.00	397856368.93	23293000000.00		74415129.83	74911111.11	3151093.55		1104886045.31	72726060729.86	78664570.63	83409556.70	3836500000.00	21842000000.00	697043380.53	22007000000.00	2916300000.00	16420763.11		811209000.40	4350296.46	1008100000.00	2533364411.81		562368093.50		11610792452.83	16094615719.10	8744042.63	19168518.52	1187980000.00	2541200000.00	3232882479.14		11286878.91		388937198.26			168700000.00	311299384.21	14004482321.87	106424206206.50	28737739.16	346000545.69	2200702179.99	27240883.02		176047312185.23	1063844686.78	52246464.09	4246407959.00	204300000.00	19020740.74	92236082.61		1226100000.00	35403984.39		14057798.46	345948957.41	151500000.03	760735000.00	8706848419.99	893529039.71	8295304448.22	22262000000.00	3947261573.45		7676911795.11	5670100000.00	77070189683.45	973978624.34	151494820516.34	733435258.08		1138566353.16	4110480.42	21268000000.00	16300029509.02		23000000.00		920000000.00	50269845.85	529159853.99	15570951586.18		2385262293.26		317239138.56	282997252.95	11769775203.15	8649000.00	154644214.12	449036524.44	169246719.20	331834969.91	23307400000.00		468800000.00			2385839129.93	281000000.00	465603704.75		77000000.00	130778491.10	78596629585.08	5416666669.68	5622219655.31	508230000.00	454820370.77	18231166218.98	18217516654.39	3211589318.96	2882636363.64	328130000.33		837732805.26	295550000.00	3255000000.00	5654608494.81	10675000000.00	4147736748.24	5690999998.82	132852260.15	12610000000.00		116601000.77			1288041.30	10782479.21	8532150.25	119881116595.07	500052528.79		17099671.13	150470029.83	20967279544.81			65601438.81	20775384171.14	20333198982.78	1088115581.70	22400609.63	50800000.00	24054073.76	656800058.71	473949579.83	382125477.80	28657785806.56	27048957614.15	2102878981.43	22501783283.23		567909131.85	7030580929.03		212294763.24	7534037.81	3760833334.90	2499679636.29	4712930000.00	243125528.62		21238000000.00	102915911453.22	238715000000.00	1215390000.00	32084309.23	20979655547.52		47471561.65	607420491.34		10939700000.00	1124647122.76	1447228937.47
