date	AFG	ALB	DZA	ASM	AGO	AIA	ATG	ARG	ARM	ABW	AUS	AUT	AZE	BHS	BHR	BGD	BRB	BLR	BEL	BLZ	BEN	BMU	BTN	BOL	BWA	BRA	BGR	BFA	BDI	CPV	KHM	CMR	CAN	CAF	TCD	CHL	HKG	MAC	CHN	COL	COM	COD	COG	COK	CRI	CIV	HRV	CYP	CZE	CSK	DNK	DJI	DMA	DOM	ECU	EGY	SLV	GNQ	EST	ETH	EMU	FLK	FRO	FJI	FIN	FRA	PYF	NCL	GAB	GMB	GEO	DEU	GHA	GIB	GRC	GRL	GRD	GLP	GUM	GTM	GUF	GIN	GNB	GUY	HTI	HND	HUN	ISL	IND	IDN	IRN	IRQ	IRL	ISR	ITA	JAM	JPN	JOR	KAZ	KEN	KIR	KOR	KWT	KGZ	LAO	LVA	LBN	LSO	LBR	LBY	LTU	LUX	MKD	MDG	MWI	MYS	MDV	MLI	MLT	MTQ	MUS	MEX	MDA	MNG	MNE	MSR	MAR	MOZ	MMR	NAM	NRU	NPL	NLD	ANT	NZL	NIC	NER	NGA	NOR	OMN	PAK	PAN		PNG	PRY	PER	PHL	POL	PRT	QAT	REU	ROU	RUS	RWA		SHN	SPM	WSM	STP	SAU	SEN	SRB	SYC	SLE	SGP	SVK	SVN	SLB	ZAF	ESP	LKA	KNA	LCA	VCT	SDN	SUR	SWZ	SWE	CHE	SYR	TWN	TJK	TZA	THA	TLS	TGO	TON	TTO	TUN	TUR	UGA	UKR	ARE	GBR	USA	URY	VUT	VEN	VNM	YMN	YMD	YEM	YUG	ZMB	ZWE
1/1/1982	707620000.00		13169746474.69	187000000.00			32363629.63	7624900000.00			21359818069.14	15641501110.56		4534368004.53	3789361712.21	769436385.06	258752500.00			91014000.00	23849211.44	17270000.02	16855396.74	827700000.00	474845607.10	20175000000.00		56204683.28	87766666.67	3836795.23		1062534426.07	71233547571.60	107342737.40	57722577.84	3705700000.00	20979000000.00	726248159.65	22321000000.00	3023600000.00	19582873.05		992510024.75	3737032.01	870400000.00	2298096736.68		544370394.17		12058851412.94	15396672919.93	12559011.03	24440740.66	809400000.00	2136000000.00	3120196877.62		11554862.30		404009662.03			149600000.00	284379751.32	13087668474.55	96693518618.76	27762069.97	268481495.22	2160640566.54	44052306.03		176423899567.60	873924397.28	41925290.95	4297995660.04	169200000.00	18550740.74	84152467.04		1119840000.00	32813826.96	459000000.00	12020247.80	256333333.42	177680000.04	659500000.00	8773012532.00	685268249.96	9357883441.58	22264000000.00	12968143258.19		8066985550.86	5255300000.00	73790781709.19	767381639.80	138385522516.20	752199295.79		1024726434.09	2386741.77	21853000000.00	10960747812.30		40000000.00		800000000.00	35896606.03	477439868.26	13203041391.92		2236524742.65		311279270.29	238537144.68	12030370421.27	9798000.00	145767159.35	410979514.37	116005853.14	366402079.83	24055200000.00		561700000.00			2062155701.20	229000000.00	395160198.91		109000000.00	112726018.16	75717351106.43	4890555558.27	5571268138.39	405550000.00	332081325.61	12196411233.67	17593400367.98	2998325948.11	2396674020.45	375004000.38		770669831.28	329810000.00	3258900000.00	4968721537.88	11213000000.00	4164337895.06	4343000001.19	109782261.39	11559000000.00		102979547.39			912950.20	13324857.38		79103733354.94	547889757.18		15182638.88	111412408.86	20788039189.93			58022025.68	17635207619.77	20497703100.44	1030531309.14	17238658.15	49900000.00	32242589.88	498065092.21	428571428.57	320023217.36	26807599259.46	26018852441.11	2026369427.27	22075222313.70		448643773.29	6944660614.23		178045552.58	7499639.23	3071833334.61	1981169643.30	5745990000.00	349124548.10		16836900000.00	97125153229.07	216442000000.00	1022900000.00	22772618.98	16590000000.00		39443945.21	795031777.52		10284200000.00	1023928485.47	1315883656.52
1/1/1983	728600000.00		12582692952.84	177000000.00			28353518.52	7836100000.00			20113124635.67	15428256193.22		3970318003.97	3119414901.91	724496533.43	323007500.00			77729000.00	66526527.17	22760000.02	15912626.91	755200000.00	643634930.09	21899000000.00		57878958.72	79963187.87	3320572.41		975526860.79	76748687452.59	74436335.29	102457307.42	3830500000.00	22095000000.00	760098247.25	22226000000.00	3000600000.00	19469231.49		639839232.44	3267027.74	872600000.00	2090534804.28		503393282.86		12118623124.45	16053331812.77	10797823.55	27477778.90	781640000.00	2204100000.00	3214711068.75		13315277.46		402415459.13			170000000.00	239562576.13	12518049064.29	94943063439.43	34609957.15	154060648.65	2000178257.69	48490026.29		169417229228.86	2625208185.75	37894601.28	4413176581.46	173300000.00	18920370.37	83319433.07		1158800000.00	38075841.94	488000000.00	8556350.01	188833333.40	166000000.03	671800000.00	8701740115.76	739651508.24	9147736187.57	21196000000.00	19378392185.97		8599265542.55	5107900000.00	72877479038.37	718146638.68	146961786771.73	579704464.18		869141990.45	3608059.35	24446000000.00	11574052861.74		41000000.00		760000000.00	29696291.97	427599882.01	12216055946.51		2180088165.62		297209877.39	228681917.78	14104162179.51	13379000.00	165063254.28	362654419.48	114627618.54	366335264.33	25953200000.00		609800000.00			2006017907.77	132000000.00	381876887.46			77648119.51	73691768996.50	4409444446.89	5413708872.73	428800000.00	298887828.44	10297641473.64	17996563242.72	3074357380.26	3076511942.74	320491000.32		812526645.09	269180000.00	3015200000.00	4889944439.48	11572000000.00	4598715717.11	3345000000.92	104512157.31	11512000000.00		118685950.06			787268.13	17713160.51		45826937078.51	617950637.79		20326987.25	119344817.95	21832574358.68			61278085.82	18532043864.43	19733840301.36	1063112826.44	17439119.63	62900000.00	41055184.82	623538461.54	366946778.71	303794164.22	27445954354.24	25591137052.03	1922929936.80	25085990221.54		372350906.92	6368315695.98		163293957.44	5263352.30	2352625000.98	1850340128.75	5726930000.00	372283667.33		14672300000.00	91950940402.05	205639000000.00	1045100000.00	29438364.27	13937000000.00		26765531.33	673721393.40		9913500000.00	831825349.95	1183158761.77
1/1/1984	632900000.00		12795344521.60	212000000.00			25922962.96	8107400000.00			23111312458.91	15739274334.20		3392658001.45	3203989365.40	931434159.59	393685500.00			93202000.00	166657258.49	40540000.02	18160482.87	724500000.00	750983154.11	27005000000.00		78795695.87	102754169.65	2612646.60		885967202.21	90271667047.68	84865656.64	146522538.76	3650600000.00	28324000000.00	911596881.28	26139000000.00	3461600000.00	7046525.05		1182639013.11	3693326.36	1006400000.00	2706922838.96		573127949.14		11774909674.83	15980133273.41	13290494.65	25637038.15	871420000.00	2583300000.00	3139911145.08		14935119.45		417198067.74			158900000.00	256131991.25	13471483028.16	97566117427.17	31569430.11	207814805.51	2011412272.23	48916382.91		171735109908.20	540603459.48	33253230.02	4811247229.59	171800000.00	18190370.37	86288038.46		1128500000.00	37375018.02	517000000.00	17435000.00	210062048.37	179200000.01	725350000.00	8562842794.38	738516850.63	9451345829.88	21903000000.00	12421832343.24		9641424868.79	5807300000.00	74563719050.09	704634476.45	169701132984.11	751869358.76		1074212729.17	10930048.72	29245000000.00	12279885719.70		44000000.00		378123996.13	27275488.32	452119875.00	11148003921.04		2519040044.31		332147600.66	314452652.06	16482874836.00	17625000.00	132667617.96	394480846.70	105200972.93	372419515.84	29100500000.00		674400000.00			2171117917.85	96000000.00	303605898.38			102993353.97	75054907074.94	3732777778.71	5518029659.54	385660000.00	258675536.61	11843228228.88	18886291013.62	3067688593.28	2558214458.20	276031000.11		891525568.26	334500000.00	3147100000.00	5273538042.69	11750000000.00	5200413870.82		96165509.04	12646000000.00		144623184.86			915426.07	19429765.11	12228629.89	37566981698.54	633975910.40		25649629.20	133337317.50	24070058329.01			93072440.33	17334426529.24	23564470784.62	1467066568.72	19486229.26	50962962.96	53559259.49	628692307.69	355742296.92	230430391.96	29378000623.63	25849007371.37	1853426751.80	30438694634.66		298145678.76	7412834269.50		192022887.89	8771418.24	2173416667.02	1796784499.17	7133680000.00	398644991.95		14191700000.00	93881483336.42	223976000000.00	933800000.00	44476109.83	15997000000.00		15710082.66	645348080.51		10254300000.00	660517904.07	1191481589.04
1/1/1985	566830000.00		12841401805.96	201000000.00			20818333.33	8396100000.00			22603558776.34	17238709821.59		2728425000.00	2896808510.64	998777363.01	356722500.00			89692500.00	149907750.23	23060000.00	21990904.50	623400000.00	838853844.54	25639000000.00	13339223300.97	70516440.98	112236874.44	5052554.61		722116870.35	90950255393.80	91743596.56	94441348.43	3804100000.00	30183000000.00	901163285.75	27350000000.00	3551600000.00	16360178.38		1087369849.17	3075558.26	976000000.00	2969447110.98		475647030.19		11900116686.11	17090156726.60	13999471.08	28433333.86	737110000.00	2904700000.00	1838140000.00		16628273.14		337777777.78		12000000.00	183000000.00	236439068.58	13617130733.12	101670772008.75	40567317.45	268498831.42	1951418373.57	43219066.66		183933131540.87	622919791.81	61598006.30	4538808050.12	173832759.11	22308148.15	74647270.76	58000000.00	1057000000.00	36895052.30	492000000.00	11555000.00	206102571.47	168400000.00	780050000.00	8538126796.84	814932151.15	9139563797.29	18590000000.00	13327945327.62		10357402068.76	6260400000.00	76716715290.20	565939964.30	177154992897.59	788661990.33		957528697.26	4228662.02	30282000000.00	10596986690.77		54000000.00		287993713.85	22335660.25	435599879.37	12314011342.56		2830543298.86		274200717.77	245575803.05	15315803569.02	23022000.00	123669219.61	399512804.38	162176796.63	440021805.00	26757300000.00		689100000.00			2165032253.78	77000000.00	302751748.06			150370682.22	77872456630.23	1031111111.11	5720012990.97	301500000.00	259398191.42	12537085007.30	19985341706.05	3938074029.96	2739774833.41	336203000.00		912200516.95	303910000.00	2978500000.00	4611380130.11	11489000000.00	5685143225.51		136534864.39	12167000000.00		131487341.38			7000000.00	16189490.05	5826018.62	27481023513.41	562009381.94		27898143.79	130278682.10	22812341559.01			70086092.99	16330102794.33	24246887825.89	1333315083.27	18109507.41	61555555.56	63245555.74	373893446.79	328851540.62	179232613.70	30460623029.00	27432635895.39	1637452229.30	30696007867.69		246473552.03	7120570827.75		190044599.90	5026702.11	2138969160.53	1737931053.79	7956900000.00			14042900000.00	101298623803.61	218815000000.00	909000000.00	30672298.78	14438000000.00		13135355.36			10699600000.00	482454606.20	1114194833.00
1/1/1986	551900000.00		7831884283.99	254000000.00			29909333.33	6852200000.00		23735195.53	22569035875.99	22521925333.13		2701600000.00	2199468085.11	879922847.36	278344500.00			92606000.00	103991874.32		30719619.38	637800000.00	1042521664.05	22349000000.00	14202659574.47	82577160.46	153641541.12	4079659.87		782058349.06	90329246965.69	66343079.24	143093142.48	4191200000.00	35439000000.00	1079843508.72	30942000000.00	5101600000.00	20366559.43		776752568.29	4826044.86	1120500000.00	3354409284.19		451164518.76		13789926617.75	21285598098.19	20414019.73	43481480.99	717600000.00	2160200000.00	2214270000.00		24388842.10		464396135.27		10000000.00	245300000.00	273502823.01	16356067984.48	124831396899.15	40947207.25	208443161.48	1270552986.49	34847630.80		243325920186.40	876463328.07	64497467.01	5647733681.98	256828839.48	28800000.00	112556689.10	60000000.00	1043800000.00	37052117.15	530000000.00		214269952.97	184440000.00	854200000.00	9165431625.57	1098696856.12	9398959436.33	14805000000.00	7171000000.00		12638517721.79	7154300000.00	97204350654.42	588911084.70	210748718542.42	732734631.42		1199539409.98	1668478.01	34715000000.00	7251342992.82		55100000.00		550000000.00	25484219.86	408369886.91	7710945993.64		3721017865.44		313338427.34	245745131.87	13689616555.64	24541000.00	211778081.88	496807803.51	217324416.98	675812452.30	21803700000.00		716100000.00			2432884415.27	79000000.00	287701101.74			145052773.25	80254875141.72	924444444.44	6075075599.26	247170000.00	316613141.37	5922704820.29	18092118039.33	1835325812.35	3383575611.62	348571000.00		1033236660.46	233530000.00	2530600000.00	4805707796.78	12074000000.00	7241613128.46		136641778.51	9763100000.00		189000853.45			7000000.00	10499770.70	9887400.01	20168903878.58	625400831.40		18281389.75	144321803.68	22495009165.10			65436544.64	18375559766.16	27206303095.91	1214969733.82	23544358.15	90962962.96	63834070.28	333324000.00	335014005.60	277516200.82	37262711866.22	37470902011.21	1324560509.55	39753907376.44		361058228.07	8875845920.36		203724508.52	5800753.45	1385722222.22	1759567257.51	7456900000.00	435714285.71		12387000000.00	106992613963.50	227158000000.00	1087800000.00	17342863.03	8660000000.00		7687386.53	290160540.83		10353000000.00	741230318.06	1318568191.74
1/1/1987	511860000.00		8225386575.57	288000000.00			28392592.59	6360200000.00		26103910.61	26621476809.88	27170835637.05		2721710000.00	2429521276.60	1067085506.99	161232500.00			86920000.00	114029387.06		55163368.44	569500000.00	1895679422.40	26224000000.00	15864367816.09	155254688.93	89746244.17	7820541.18		828556641.05	98167786517.91	130366833.53	179825042.15	5223700000.00	48478000000.00	1403964752.91	39437000000.00	4642200000.00	11596025.14		972926547.32	7104495.61	1158300000.00	3109761522.44		567828541.58		15468623272.24	25675388413.38	27998942.16	48051851.77	711250000.00	2021300000.00	2037190000.00		38697454.67		370628019.32		10000000.00	344867000.00		20037085275.48	148381577386.35	83182298.49	223991295.48	1287696900.86	39703531.65		294368893661.87	950693934.10	84977525.90	6532861316.19	346328995.49	31518518.37	93431366.33	60000000.00	987333000.00	53861306.73	544000000.00		242338033.95	213540000.00	791400000.00	9555556578.75	1374870486.74	11297916337.74	17133000000.00	11916000000.00		15993594371.04	8454400000.00	116711117295.70	706023912.13	231280212818.85	933570993.73		960632126.70	2008850.43	47182000000.00	8264051848.60		64100000.00		650000000.00	46542463.80	382199894.16	7985761794.74		4374528190.28		336781784.18	276653351.49	17957615944.91	30768000.00	178979887.07	604967207.64	194652599.18	880013597.75	27599500000.00		717900000.00			2807100975.62	97000000.00	218589160.31			137073040.69	93107734305.52	1307777777.78	7371322315.75	272800000.00	312318072.88	7344109681.17	21490163955.80	2491292327.30	4171811902.43	357699000.00		1161027986.45	353380000.00	2660800000.00	5676504255.84	12205000000.00	9320414514.90		167867070.58	10491800000.00		113139612.82				11810560.04	6520403.54	23168000000.00	606415400.99		22156414.18	130012557.46	28686055042.02			63966518.29	21224249738.10	34192287659.81	1392701506.05	26531447.78	81851851.85	51654815.67	503924444.44	305882352.94	424947132.69	44505645796.98	45463690750.53	3870471337.58	53820468253.59		289406844.60	11726978347.86		243604303.63	6139731.70	1462388888.89	2138963940.08	10190000000.00	319409323.41		14164700000.00	130837513009.39	254122000000.00	1189200000.00	17745177.30	10577000000.00		47555197.42			11442700000.00	872712419.50	1442773779.27
1/1/1988	394650000.00		7810000000.00	368000000.00			29042814.81	9134800000.00		30525139.66	33232692319.24	31057563196.29		2152770000.00	2411436170.21	1290977265.65	177097000.00			95170000.00	70505709.53		74872009.82	600200000.00	1798284569.54	33494000000.00	17369879518.07	141783868.08	132766408.86	3272230.46		926932011.49	117105379928.55	66372731.99	222777897.63	7051800000.00	63165000000.00	1493265376.68	47516000000.00	5037000000.00	21484278.97		937390195.27	4341585.68	1245700000.00	2769919385.63	2642800000.00	704592388.50		15322298450.42	28502359175.15	23159896.69	55551851.15	890090000.00	2192400000.00	2120410000.00		49417787.55		421111111.11		10000000.00	348310000.00	313500677.44	21748302427.05	167790421365.55	74897568.44	469079260.91	1195575388.74	58325974.24		323322880919.15	1009766466.86		5428785187.00	390847541.98	32407407.58	289410253.86	60000000.00	1021704000.00	52587902.27	511000000.00	15899967.56	229560000.00	179280000.00	841900000.00	9949374679.11	1423621000.94	13233524758.02	19465000000.00	10709000000.00		18742146239.80	8197799000.00	127858693224.46	880105471.95	264942789615.75	1019253658.57		1066947333.69	5212092.01	60698000000.00	7758419708.68		58000000.00		780000000.00	64187849.93	396329890.25	6673287491.60		5068519106.11		278012318.38	288064301.72	21081912826.81	40177000.00	214505227.71	713533960.65	196577382.41	997104470.43	30691400000.00		739100000.00			3625537604.68	103000000.00	165560650.28	1055656172.78		177715234.79	103188389809.87	1133888888.89	9232312555.99	232700000.00	288539580.13	6916275322.12	22435878995.70	2475657155.05	4522132505.12	306877000.00		1398542327.55	509850000.00	2701000000.00	7021657075.34	13960000000.00	10989316235.44		158806322.60	11392400000.00		108389452.62			12590353.27	15088824.38	9509628.23	24344000000.00	591182988.09		31829446.05	106454530.20	39305505656.11			81517089.80	21813777398.90	40341188607.11	1475697359.01	25858784.81	123000000.00	85251114.46	509080000.00	409523809.52	460782637.77	49746754987.73	50703550400.25	1344561247.22	60502345145.04		275487443.87	15952679713.08		242435560.93	7524359.69	1411892000.80	2394678587.89	11741200000.00	280411285.15		13934300000.00	145364352514.89	322427000000.00	1404500000.00	19781240.08	10244000000.00					12662800000.00	1178401886.18	1659535754.44
1/1/1989	235940000.00		9560000000.00	308000000.00			15933333.33	9579300000.00		22905027.93	37125348948.54	32491938283.37		2487380000.00	2831117021.28	1304865199.88	187846000.00			93990000.00	77044340.35		69785214.63	821780000.00	1853967132.08	34382619710.00	16277500000.87	94623113.12	77920563.75	6845652.16		1272662813.64	121831680460.48	134372679.55	197662568.97	8078400000.00	73142000000.00	1643475241.96	52538000000.00	5716500000.00	18209711.89		1246676028.93	2791020.33	1414600000.00	2807450468.96	2808600000.00	788917675.62		14504985119.99	29564262923.18	24887323.39	45129628.89	927710000.00	2353800000.00	2564610000.00		40516187.26		451690821.26		10000000.00	348090000.00	370534209.94	23297626103.51	179430330672.66	88860184.70	671554725.34	1597450601.81	26858521.70		341230748535.88	1020136914.58		7544555102.01	418047447.56	27740740.56	104927707.84	65000000.00	1107982000.00	56895288.38	595000000.00	14200022.65	227371226.65	144060000.00	858500000.00	10066595270.45	1385441216.21	15871548593.20	22159500000.00	13081000000.00		20689967622.09	10738000000.00	140555550798.56	997693339.93	273927834371.77	1106880227.85		951092580.56	5088578.97	62378000000.00	11475650019.49		63300000.00		485300000.00	66334566.26	460109872.58	8034000983.90		5400669982.74		321312967.97	266964675.20	25047327678.62	44717000.00	246952822.63	844122595.81	189885916.39	985740279.30	35171100000.00		721500000.00			3336535685.46	105000000.00	210199691.44	1122250066.96		155034894.86	107853700919.04	1454275092.94	9017036135.15	310700000.00	243598677.92	7876292036.83	27108220618.62	4067620286.09	4709209035.17	317879000.00		1404300199.12	1005898000.00	3488000000.00	7766679579.74	13466000000.00	12799312973.35		161124948.90	10487300000.00		95186861.00			30093375.67	12873412.92	4913940.35	28344000000.00	693085416.13		34158907.77	137763888.98	44661045958.20			74258308.51	22144300392.64	43450617287.15	1544543299.79	25301724.81	114518518.52	74605554.65	671777777.78	541736694.68	499620000.70	51546504796.69	51524834026.02	3005755011.14	66194524125.19		364647348.15	20078310515.80		245097071.54	9190491.13	1578094117.65	2929570215.31	11624300000.00	273500850.82		17596000000.00	153431053439.21	363812000000.00	1598800000.00	21737623.64	13286000000.00					13460300000.00	1344239097.03	1555620276.63
1/1/1990	235100000.00		12880000000.00	311000000.00			20662962.96	12352500000.00		27932960.89	39752392540.80	41134587018.16		238020000.00	3760638297.87	1671344566.02	215079500.00			108460000.00	122138581.53		69778767.32	926080000.00	1784675178.18	31413756040.00	4822146129.53	151624454.67	74827569.05	5634620.69		2002131836.79	127629488943.30	120360771.76	234400491.08	8372700000.00	82151000000.00	1700796866.64	62091000000.00	6720500000.00	17934898.65		981030275.74	4875303.51	1448200000.00	3072119631.35	4019600000.00	957280499.71		11906422409.28	37037248568.74	24870443.00	55029629.63	734490000.00	2714300000.00	2585150000.00		62424524.77		296521739.13		10000000.00	384690000.00	397602291.07	26570894554.21	216590684319.10	111216716.44	479652079.75	2203737047.70	30788422.91		410104442057.32			8105162372.46	451639921.52	26444444.48	118485237.13	60000000.00	1162970000.00	92924599.77	671000000.00	19260002.10	250610997.28	160260000.00	831000000.00	9597783178.86	1591504247.13	17969143597.86	25673900000.00	19305000000.00		23746496664.43	11575700000.00	170486308998.95	1158146909.19	287579933213.17	1063850517.42		1032115698.23	2873409.19	65029000000.00	7042346293.18		78700000.00		494000000.00	61674097.85		13224582120.92		6304881363.54		319248315.30	416910741.68	29452258988.26	53280000.00	358768391.37	1130312490.05	272327447.63	1193770182.50	40710800000.00		660700000.00			4265067308.02	126000000.00	324907571.74	1085679040.58		175347279.57	131775350562.13	1789944134.08	9390860844.14	330600000.00	282588874.52	13596332810.96	34047207695.28	5508452535.76	5588732653.45	340089000.00		1144117825.48	958680000.00	3230910000.00	8116799525.30	13627000000.00	16421781053.30		186583781.35	5775400000.00		108999860.59			25526718.12	8865811.16	4400000.00	44357333333.33	761684981.59		57026252.04	137636437.38	52729698775.25			70417672.66	23568342345.35	55521352116.59	1912164845.63	24367082.22	134037037.04	82700000.00	374100000.00	472268907.56	557145964.84	57537680772.80	63784167368.18	4212026726.06	67079390862.77		331004735.65	23068321060.11		267908312.89	11242471.33	1960164705.88	3527084637.61	12959300000.00	152401106.85		23543500000.00	185107466456.26	393592200000.00	1692900000.00	18809434.84	17497000000.00				692378153.76	14308000000.00	1308575982.73	1711130006.26
1/1/1991	286000000.00		12440000000.00	327000000.00			49500000.00	11977800000.00		25698324.02	41853552707.15	41112881661.11		225080000.00	3510877659.57	1688842140.06	207372000.00			98540000.00	21184557.39	48745000.00	63194644.96	848575000.00	1843277652.98	31620439443.00	3120076348.47	105959829.65	90777304.66	6128122.30		1834021017.72	127162632441.08	46822674.62	224446825.03	8941500000.00	98557000000.00	1665431988.26	71910000000.00	7113700000.00	24912752.35		1029751455.67	5438663.37	1597700000.00	2686073883.12	3292100000.00	964410807.54		10939088009.31	37886215137.96	17347415.33	54238888.89	658370000.00	2851500000.00	3659000000.00	724756000.00	37347543.33		188599033.82		10000000.00	395070000.00	375938942.42	23079944705.28	217096089226.22	127767685.73	446291610.50	2242766767.65	38475805.11		402842789883.27	1250845017.75		8673283307.84	340657264.76	21962962.77	146920546.12	62000000.00	1202195000.00	70055799.77	687100000.00	20439994.46	248452596.79	166580000.00	792400000.00	10199204597.96	1548867446.24	17726828739.33	29543000000.00	18661000000.00		24215346574.35	11920800000.00	169473458694.03	1117829663.20	314793146098.22	1129634233.88		1107823612.41	2879831.12	71896000000.00	1088407320.00		96600000.00		539100000.00	67182847.53		11233993173.80		6271126631.67		305000350.04	469238249.74	34350007065.04	53740000.00	312151164.15	1251756341.54	194492943.63	1193968111.83	42687700000.00		348000000.00			4284410688.21	162000000.00	419248224.27	1213552238.70		197113373.71	133630746274.86	1598882681.56	9853124947.69	272400000.00	307067984.85	12264400000.00	34107087236.72	4873602080.62	6528065429.39	358448000.00		1337905257.57	737100000.00	3329100000.00	8801058249.80	14903000000.00	16328890592.30		145867242.49	4265700000.00		92940294.53			30130536.12	6463443.77	6012905.33	47733333333.33	700833598.28		48997783.49	145052870.86	58965959490.37		3852000000.00	83949746.96	23279166985.02	58621024464.79	1986659407.82	24387835.56	118962962.96	67110000.00	305000000.00	359103641.46	590817321.05	55216635251.70	61516947564.19	3429844098.00	76163337982.51		342364210.64	28428191331.61		253212515.43	13396099.02	1985035294.12	3699364501.68	13594500000.00	199585347.52		24435700000.00	185295053581.22	421730000000.00	1604700000.00	18210259.88	15155000000.00				659293143.33	13953000000.00	1083476924.41	1517036879.71
1/1/1992	91000000.00	45793489.49	11510000000.00	318000000.00	3754656000.00	529734.81	64696296.30	12234900000.00	82900000.00		42824148173.56	44411157456.82	1483973000.00	192350000.00	3464361702.13	2097836705.43	190137500.00	3558700000.00		115550000.00	335484513.49	83962000.00	66177733.05	710100000.00	1746295834.40	35792985844.00	3914350915.02	63575826.50	72940424.99	4809815.11		1840366791.18	134434857030.66	107022582.19	209024230.61	10007400000.00	119487000000.00	1766438391.96	84940000000.00	6900000000.00	22090028.97		1178729371.73	3238815.66	1840800000.00	2875216552.30	4597500000.00	987383410.70		11309755552.16	41675738424.30	15755031.76	53461851.85	573653000.00	3007400000.00	3051300000.00	795755000.00	50269785.32		189848621.30			439828000.00	368693529.06	23981406022.06	235869026025.91	106737078.57	410133394.62	2082044092.18	57292739.58		422270709243.54	1260912786.82		9842860154.18	332828963.35	19962962.91	129843205.83		1295292000.00	96407085.94	517200000.00	5837547.83	301983122.08	73400000.00	801500000.00	10663543338.01	1527706231.31	19627500558.96	33088000000.00	19868000000.00		28523465108.51	10018600000.00	178155895588.54	1046980054.41	339895026057.22	1219347187.87		1339288045.38	4783173.34	76633000000.00	6571514949.02		132600000.00	777585769.89	559700000.00	109269825.80		10792980994.48		6468654255.90		278035243.49	396227403.89	40772399728.59	39730000.00	342738232.70	1542878024.43	242286448.25	1302444952.07	46195500000.00	470000000.00	393500000.00			3972991950.44	139000000.00	531416819.97	1341508062.87		320831518.67	140335374181.25	1558659217.88	10014077952.00	223100000.00	333217726.24	11886100000.00	35144588287.68	5553446033.81	7316779284.66	501524000.00		1810200188.44	656560000.00	3484420000.00	9750564096.01	13324300000.00	18374189047.62		212492011.75	4363400000.00	42039000000.00	65813920.46			25312554.16	5802113.50	5479604.10	50218666666.67	672782456.79		47905758.17	148921282.81	63471602349.19		6681162000.00	102453767.79	23440033503.53	64839924469.13	2455187857.01	24119471.85	132370370.37	78090000.00	319300000.00	391036414.57	638605514.29	56119542800.79	61376617168.06	3093095768.37	81387147670.42		416401189.42	32472360906.16		274957515.85	12199536.22	1691364705.88	4018963947.21	14715600000.00	143325988.46	8045000000.00	24756300000.00	191143160210.98	448163500000.00	1702500000.00	23593251.25	14185000000.00				619078194.22		755502764.26	1449767547.57
1/1/1993	180000000.00	122463196.57	10410000000.00		3762399000.00	968950.00	62081481.48	13117700000.00	156200000.00		42723381943.13	40216036774.29	724651000.00	162310000.00	3722872451.26	2277944705.81	187007500.00	1970100000.00	125876289643.45	118940000.00	383525253.20	35272000.00	65316005.30	727500000.00	1757166100.24	38554769047.00	3728664112.56	69437141.15	61908128.32	3882583.75		1883158434.78	145178264471.92	109756734.29	198892806.03	9198700000.00	135244000000.00	1786624127.23	91744000000.00	7115900000.00	21856886.80		1068732318.14	3866494.70	2625500000.00	2518694388.43	3910316000.00	866854720.48	14466280425.65		38206537539.57	12103240.47	48000000.00	515700000.00	2903700000.00	2243900000.00	1032087000.00	56716533.76	802658883.81	201500000.00			377814000.00	382176656.85	23446411368.59	209348879082.15	146866123.36	354758643.98	2294794747.06	66862901.02		382471510089.17	967834977.00		8433648273.64	312287000.00	20407407.28	128455783.45		1340419000.00	95899508.27	561100000.00	28498913.03	422668044.61	80270000.00	814000000.00	8886362063.53	1399317675.65	21571596706.22	36824600000.00	18080000000.00		29272336503.00	14825500000.00	169152741938.61	1071270145.32	362265252629.44	1232058856.36	3277000000.00	1374386623.97		82235000000.00	10245698892.25	339700000.00	241000000.00	997612974.51	451862046.79	132272245.71		8140086799.05	2024838960.96	5892009721.90	1055300000.00	260307495.72	320041160.46	47130886091.88	34630000.00	477817373.46	1355211816.73	191302804.42	1298850174.40	51886000000.00	483000000.00	360900000.00			3054510007.38	132000000.00	586029197.75	1240000133.63		355023024.52	139126868486.37	1283240223.46	10629220275.10	269680690.00	286761054.88	9908400000.00	31978063337.27	5370351140.25	6688085959.48	553191000.00		2584616798.35	725220000.00	3384463393.10	11128985527.19	14143000000.00	15431500797.60		167572215.86	4892200000.00	44297400000.00	65356523.60			706310.71	6445942.38	5200000.00	42338666666.67	707014324.96		51104410.06	118187355.01	74011708012.82	5465866115.91	6082874000.00	128990011.80	24221552607.77	60955065498.74	2858691708.85	24762788.15	133777777.78	57800000.00	417300000.00	1189915966.39	680734332.76	49856529786.05	58687341170.51	3146476614.70	84641026583.63	456000000.00	450077473.85	36969280408.45		136006671.74	15812119.31	1662088393.13	3747269659.60	15342700000.00	178719330.28	7817000000.00		181405579951.40	464773300000.00	1645300000.00	22676062.74	14686000000.00				610542101.16		826154688.84	1571529045.94
